集計年,都道府県コード,都道府県名,地域コード,地域名,国コード,国名,現地法人企業数_増減率（％）
2002,12,千葉県,3,北アメリカ州,332,英領ヴァージン諸島,-
2002,12,千葉県,4,南アメリカ州,410,ブラジル,0.0000
2002,12,千葉県,6,大洋州,601,オーストラリア,1.0000
2002,12,千葉県,6,大洋州,606,ニュージーランド,-
2002,13,東京都,1,アジア州,103,大韓民国,0.0914
2002,13,東京都,1,アジア州,105,中華人民共和国,0.1667
2002,13,東京都,1,アジア州,106,台湾,0.0736
2002,13,東京都,1,アジア州,108,香港,0.0691
2002,13,東京都,1,アジア州,110,ベトナム,0.0000
2002,13,東京都,1,アジア州,111,タイ,0.0537
2002,13,東京都,1,アジア州,112,シンガポール,0.0753
2002,13,東京都,1,アジア州,113,マレーシア,0.0173
2002,13,東京都,1,アジア州,116,ブルネイ,-0.6667
2002,13,東京都,1,アジア州,117,フィリピン,0.0588
2002,13,東京都,1,アジア州,118,インドネシア,0.0000
2002,13,東京都,1,アジア州,121,ラオス,-0.5000
2002,13,東京都,1,アジア州,122,ミャンマー,0.1429
2002,13,東京都,1,アジア州,123,インド,0.0638
2002,13,東京都,1,アジア州,124,パキスタン,-0.3529
2002,13,東京都,1,アジア州,125,スリランカ,0.0000
2002,13,東京都,1,アジア州,127,バングラデシュ,0.2500
2002,13,東京都,1,アジア州,131,ネパール,-
2002,13,東京都,1,アジア州,133,イラン,0.0909
2002,13,東京都,1,アジア州,135,バーレーン,-0.1429
2002,13,東京都,1,アジア州,137,サウジアラビア,0.1111
2002,13,東京都,1,アジア州,138,クウェート,0.0000
2002,13,東京都,1,アジア州,143,イスラエル,-
2002,13,東京都,1,アジア州,146,レバノン,0.0000
2002,13,東京都,1,アジア州,147,アラブ首長国連邦,0.0000
2002,13,東京都,1,アジア州,188,その他のアジア,3.0000
2002,13,東京都,1,アジア州,199,その他の中東,-0.3333
2002,13,東京都,2,ヨーロッパ州,202,ノルウェー,0.0000
2002,13,東京都,2,ヨーロッパ州,203,スウェーデン,-0.0417
2002,13,東京都,2,ヨーロッパ州,204,デンマーク,0.5000
2002,13,東京都,2,ヨーロッパ州,205,英国,0.0272
2002,13,東京都,2,ヨーロッパ州,206,アイルランド,-0.2500
2002,13,東京都,2,ヨーロッパ州,207,オランダ,0.1359
2002,13,東京都,2,ヨーロッパ州,208,ベルギー,-0.0877
2002,13,東京都,2,ヨーロッパ州,209,ルクセンブルク,-0.5000
2002,13,東京都,2,ヨーロッパ州,210,フランス,0.0500
2002,13,東京都,2,ヨーロッパ州,213,ドイツ,0.0512
2002,13,東京都,2,ヨーロッパ州,215,スイス,0.0769
2002,13,東京都,2,ヨーロッパ州,217,ポルトガル,-0.0556
2002,13,東京都,2,ヨーロッパ州,218,スペイン,-0.0417
2002,13,東京都,2,ヨーロッパ州,220,イタリア,0.0541
2002,13,東京都,2,ヨーロッパ州,222,フィンランド,-0.2500
2002,13,東京都,2,ヨーロッパ州,223,ポーランド,-0.1579
2002,13,東京都,2,ヨーロッパ州,224,ロシア,-0.1429
2002,13,東京都,2,ヨーロッパ州,225,オーストリア,0.0000
2002,13,東京都,2,ヨーロッパ州,227,ハンガリー,-0.1250
2002,13,東京都,2,ヨーロッパ州,230,ギリシャ,0.1111
2002,13,東京都,2,ヨーロッパ州,231,ルーマニア,0.6667
2002,13,東京都,2,ヨーロッパ州,233,キプロス,0.0000
2002,13,東京都,2,ヨーロッパ州,234,トルコ,0.0833
2002,13,東京都,2,ヨーロッパ州,245,チェコ,0.0909
2002,13,東京都,2,ヨーロッパ州,246,スロバキア,0.0000
2002,13,東京都,2,ヨーロッパ州,289,旧ソ連諸国（除ロシア）,0.0000
2002,13,東京都,2,ヨーロッパ州,299,その他のヨーロッパ,0.1250
2002,13,東京都,3,北アメリカ州,302,カナダ,0.0342
2002,13,東京都,3,北アメリカ州,304,アメリカ合衆国,0.0149
2002,13,東京都,3,北アメリカ州,305,メキシコ,-0.0625
2002,13,東京都,3,北アメリカ州,306,グアテマラ,-0.6667
2002,13,東京都,3,北アメリカ州,307,ホンジュラス,-
2002,13,東京都,3,北アメリカ州,309,エルサルバドル,0.0000
2002,13,東京都,3,北アメリカ州,311,コスタリカ,-
2002,13,東京都,3,北アメリカ州,312,パナマ,-0.0141
2002,13,東京都,3,北アメリカ州,314,バーミュダ(英),0.0769
2002,13,東京都,3,北アメリカ州,315,バハマ,0.0000
2002,13,東京都,3,北アメリカ州,316,ジャマイカ,-
2002,13,東京都,3,北アメリカ州,323,ドミニカ共和国,0.0000
2002,13,東京都,3,北アメリカ州,324,プエルトリコ(米),0.0000
2002,13,東京都,3,北アメリカ州,328,ケイマン諸島(英),0.0625
2002,13,東京都,3,北アメリカ州,332,英領ヴァージン諸島,-0.1538
2002,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,-0.2941
2002,13,東京都,4,南アメリカ州,401,コロンビア,0.0000
2002,13,東京都,4,南アメリカ州,402,ベネズエラ,0.0667
2002,13,東京都,4,南アメリカ州,406,エクアドル,0.2000
2002,13,東京都,4,南アメリカ州,407,ペルー,0.0556
2002,13,東京都,4,南アメリカ州,408,ボリビア,0.0000
2002,13,東京都,4,南アメリカ州,409,チリ,0.0294
2002,13,東京都,4,南アメリカ州,410,ブラジル,0.1028
2002,13,東京都,4,南アメリカ州,411,パラグアイ,0.0000
2002,13,東京都,4,南アメリカ州,412,ウルグアイ,0.6667
2002,13,東京都,4,南アメリカ州,413,アルゼンチン,-0.0952
2002,13,東京都,5,アフリカ州,504,チュニジア,1.0000
2002,13,東京都,5,アフリカ州,506,エジプト,0.0000
2002,13,東京都,5,アフリカ州,515,リベリア,-0.0400
2002,13,東京都,5,アフリカ州,516,コートジボワール,-0.5000
2002,13,東京都,5,アフリカ州,517,ガーナ,0.0000
2002,13,東京都,5,アフリカ州,524,ナイジェリア,-0.1111
2002,13,東京都,5,アフリカ州,525,ニジェール,0.0000
2002,13,東京都,5,アフリカ州,527,カメルーン,0.0000
2002,13,東京都,5,アフリカ州,538,エチオピア,0.0000
2002,13,東京都,5,アフリカ州,543,タンザニア,0.0000
2002,13,東京都,5,アフリカ州,546,マダガスカル,0.0000
2002,13,東京都,5,アフリカ州,549,ジンバブエ,0.0000
2002,13,東京都,5,アフリカ州,551,南アフリカ共和国,0.1176
2002,13,東京都,5,アフリカ州,554,ザンビア,0.0000
2002,13,東京都,5,アフリカ州,556,エスワティニ,-
2002,13,東京都,5,アフリカ州,599,その他のアフリカ,0.0000
2002,13,東京都,6,大洋州,601,オーストラリア,0.0075
2002,13,東京都,6,大洋州,602,パプアニューギニア,-0.2500
2002,13,東京都,6,大洋州,606,ニュージーランド,-0.0227
2002,13,東京都,6,大洋州,610,サモア,0.0000
2002,13,東京都,6,大洋州,612,フィジー,1.0000
2002,13,東京都,6,大洋州,627,北マリアナ諸島(米),0.1429
2002,13,東京都,6,大洋州,699,その他のオセアニア,-0.5000
2002,14,神奈川県,1,アジア州,103,大韓民国,0.0625
2002,14,神奈川県,1,アジア州,105,中華人民共和国,0.5952
2002,14,神奈川県,1,アジア州,106,台湾,0.1667
2002,14,神奈川県,1,アジア州,108,香港,0.5385
2002,14,神奈川県,1,アジア州,110,ベトナム,0.5000
2002,14,神奈川県,1,アジア州,111,タイ,0.0000
2002,14,神奈川県,1,アジア州,112,シンガポール,0.0303
2002,14,神奈川県,1,アジア州,113,マレーシア,-0.0800
2002,14,神奈川県,1,アジア州,117,フィリピン,0.0000
2002,14,神奈川県,1,アジア州,118,インドネシア,0.6000
2002,14,神奈川県,1,アジア州,122,ミャンマー,0.0000
2002,14,神奈川県,1,アジア州,123,インド,0.2500
2002,14,神奈川県,1,アジア州,137,サウジアラビア,0.0000
2002,14,神奈川県,1,アジア州,147,アラブ首長国連邦,0.0000
2002,14,神奈川県,2,ヨーロッパ州,202,ノルウェー,0.0000
2002,14,神奈川県,2,ヨーロッパ州,203,スウェーデン,0.0000
2002,14,神奈川県,2,ヨーロッパ州,204,デンマーク,0.0000
2002,14,神奈川県,2,ヨーロッパ州,205,英国,0.0909
2002,14,神奈川県,2,ヨーロッパ州,207,オランダ,0.1667
2002,14,神奈川県,2,ヨーロッパ州,208,ベルギー,0.3333
2002,14,神奈川県,2,ヨーロッパ州,210,フランス,0.2222
2002,14,神奈川県,2,ヨーロッパ州,213,ドイツ,-0.1667
2002,14,神奈川県,2,ヨーロッパ州,218,スペイン,0.2500
2002,14,神奈川県,2,ヨーロッパ州,220,イタリア,0.0000
2002,14,神奈川県,2,ヨーロッパ州,223,ポーランド,0.0000
2002,14,神奈川県,2,ヨーロッパ州,225,オーストリア,0.5000
2002,14,神奈川県,2,ヨーロッパ州,299,その他のヨーロッパ,0.0000
2002,14,神奈川県,3,北アメリカ州,302,カナダ,-0.1667
2002,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,0.0000
2002,14,神奈川県,3,北アメリカ州,305,メキシコ,-0.1429
2002,14,神奈川県,3,北アメリカ州,311,コスタリカ,-
2002,14,神奈川県,3,北アメリカ州,312,パナマ,0.0833
2002,14,神奈川県,3,北アメリカ州,332,英領ヴァージン諸島,-
2002,14,神奈川県,3,北アメリカ州,399,その他の北アメリカ州,1.0000
2002,14,神奈川県,4,南アメリカ州,409,チリ,-
2002,14,神奈川県,4,南アメリカ州,410,ブラジル,0.0000
2002,14,神奈川県,5,アフリカ州,506,エジプト,0.0000
2002,14,神奈川県,5,アフリカ州,515,リベリア,0.0000
2002,14,神奈川県,5,アフリカ州,524,ナイジェリア,0.0000
2002,14,神奈川県,5,アフリカ州,551,南アフリカ共和国,-
2002,14,神奈川県,6,大洋州,601,オーストラリア,-0.2500
2002,14,神奈川県,6,大洋州,606,ニュージーランド,0.0000
2002,15,新潟県,1,アジア州,105,中華人民共和国,0.1429
2002,15,新潟県,1,アジア州,106,台湾,1.0000
2002,15,新潟県,1,アジア州,111,タイ,0.6000
2002,15,新潟県,1,アジア州,118,インドネシア,-
2002,15,新潟県,2,ヨーロッパ州,205,英国,0.0000
2002,15,新潟県,3,北アメリカ州,304,アメリカ合衆国,-0.3333
2002,15,新潟県,3,北アメリカ州,399,その他の北アメリカ州,0.0000
2002,16,富山県,1,アジア州,103,大韓民国,0.0000
2002,16,富山県,1,アジア州,105,中華人民共和国,0.1429
2002,16,富山県,1,アジア州,106,台湾,1.0000
2002,16,富山県,1,アジア州,108,香港,0.5000
2002,16,富山県,1,アジア州,111,タイ,0.0000
2002,16,富山県,1,アジア州,112,シンガポール,0.0000
2002,16,富山県,1,アジア州,113,マレーシア,0.0000
2002,16,富山県,1,アジア州,118,インドネシア,2.0000
2002,16,富山県,1,アジア州,123,インド,-
2002,16,富山県,2,ヨーロッパ州,205,英国,0.0000
2002,16,富山県,2,ヨーロッパ州,207,オランダ,0.0000
2002,16,富山県,2,ヨーロッパ州,213,ドイツ,2.0000
2002,16,富山県,2,ヨーロッパ州,224,ロシア,-
2002,16,富山県,3,北アメリカ州,304,アメリカ合衆国,0.2000
2002,16,富山県,6,大洋州,601,オーストラリア,0.0000
2002,17,石川県,1,アジア州,105,中華人民共和国,-
2002,17,石川県,1,アジア州,111,タイ,-0.6000
2002,17,石川県,1,アジア州,112,シンガポール,-0.5000
2002,17,石川県,1,アジア州,113,マレーシア,-0.5000
2002,17,石川県,1,アジア州,118,インドネシア,-0.5000
2002,17,石川県,3,北アメリカ州,304,アメリカ合衆国,1.0000
2002,18,福井県,1,アジア州,103,大韓民国,0.3333
2002,18,福井県,1,アジア州,105,中華人民共和国,2.5000
2002,18,福井県,1,アジア州,106,台湾,1.0000
2002,18,福井県,1,アジア州,108,香港,1.0000
2002,18,福井県,1,アジア州,110,ベトナム,-
2002,18,福井県,1,アジア州,111,タイ,0.0000
2002,18,福井県,1,アジア州,118,インドネシア,-
2002,18,福井県,2,ヨーロッパ州,205,英国,0.5000
2002,18,福井県,2,ヨーロッパ州,207,オランダ,0.0000
2002,18,福井県,2,ヨーロッパ州,213,ドイツ,0.0000
2002,18,福井県,3,北アメリカ州,302,カナダ,0.0000
2002,18,福井県,3,北アメリカ州,304,アメリカ合衆国,0.6667
2002,18,福井県,4,南アメリカ州,410,ブラジル,-
2002,19,山梨県,1,アジア州,105,中華人民共和国,2.0000
2002,19,山梨県,1,アジア州,106,台湾,-
2002,19,山梨県,1,アジア州,108,香港,0.0000
2002,19,山梨県,1,アジア州,110,ベトナム,0.0000
2002,19,山梨県,1,アジア州,111,タイ,0.0000
2002,19,山梨県,1,アジア州,112,シンガポール,-0.5000
2002,19,山梨県,1,アジア州,117,フィリピン,0.0000
2002,19,山梨県,3,北アメリカ州,302,カナダ,0.0000
2002,19,山梨県,3,北アメリカ州,304,アメリカ合衆国,0.0000
2002,20,長野県,1,アジア州,103,大韓民国,0.0000
2002,20,長野県,1,アジア州,105,中華人民共和国,0.4000
2002,20,長野県,1,アジア州,106,台湾,0.1429
2002,20,長野県,1,アジア州,108,香港,0.4000
2002,20,長野県,1,アジア州,110,ベトナム,2.0000
2002,20,長野県,1,アジア州,111,タイ,1.0000
2002,20,長野県,1,アジア州,112,シンガポール,1.3333
2002,20,長野県,1,アジア州,113,マレーシア,4.0000
2002,20,長野県,1,アジア州,117,フィリピン,1.0000
2002,20,長野県,1,アジア州,118,インドネシア,1.0000
2002,20,長野県,2,ヨーロッパ州,205,英国,0.3333
2002,20,長野県,2,ヨーロッパ州,210,フランス,0.0000
2002,20,長野県,2,ヨーロッパ州,213,ドイツ,1.0000
2002,20,長野県,3,北アメリカ州,304,アメリカ合衆国,0.5000
2002,20,長野県,3,北アメリカ州,305,メキシコ,-
2002,20,長野県,4,南アメリカ州,409,チリ,0.0000
2002,20,長野県,4,南アメリカ州,410,ブラジル,-
2002,21,岐阜県,1,アジア州,103,大韓民国,0.5000
2002,21,岐阜県,1,アジア州,105,中華人民共和国,0.2857
2002,21,岐阜県,1,アジア州,106,台湾,0.3333
2002,21,岐阜県,1,アジア州,108,香港,0.5000
2002,21,岐阜県,1,アジア州,110,ベトナム,0.0000
2002,21,岐阜県,1,アジア州,111,タイ,0.5000
2002,21,岐阜県,1,アジア州,112,シンガポール,0.0000
2002,21,岐阜県,1,アジア州,113,マレーシア,1.0000
2002,21,岐阜県,1,アジア州,118,インドネシア,2.0000
2002,21,岐阜県,2,ヨーロッパ州,205,英国,0.0000
2002,21,岐阜県,2,ヨーロッパ州,207,オランダ,0.0000
2002,21,岐阜県,2,ヨーロッパ州,210,フランス,-
2002,21,岐阜県,2,ヨーロッパ州,213,ドイツ,0.0000
2002,21,岐阜県,3,北アメリカ州,304,アメリカ合衆国,0.4286
2002,21,岐阜県,4,南アメリカ州,410,ブラジル,-
2002,22,静岡県,1,アジア州,103,大韓民国,0.3333
2002,22,静岡県,1,アジア州,105,中華人民共和国,0.1923
2002,22,静岡県,1,アジア州,106,台湾,0.0625
2002,22,静岡県,1,アジア州,108,香港,0.1667
2002,22,静岡県,1,アジア州,110,ベトナム,0.6000
2002,22,静岡県,1,アジア州,111,タイ,0.5294
2002,22,静岡県,1,アジア州,112,シンガポール,0.1667
2002,22,静岡県,1,アジア州,113,マレーシア,0.0000
2002,22,静岡県,1,アジア州,117,フィリピン,0.2857
2002,22,静岡県,1,アジア州,118,インドネシア,0.1250
2002,22,静岡県,1,アジア州,122,ミャンマー,0.0000
2002,22,静岡県,1,アジア州,123,インド,0.4000
2002,22,静岡県,1,アジア州,124,パキスタン,0.0000
2002,22,静岡県,1,アジア州,147,アラブ首長国連邦,0.0000
2002,22,静岡県,2,ヨーロッパ州,202,ノルウェー,0.0000
2002,22,静岡県,2,ヨーロッパ州,203,スウェーデン,0.2500
2002,22,静岡県,2,ヨーロッパ州,204,デンマーク,0.0000
2002,22,静岡県,2,ヨーロッパ州,205,英国,0.0000
2002,22,静岡県,2,ヨーロッパ州,207,オランダ,-0.1667
2002,22,静岡県,2,ヨーロッパ州,208,ベルギー,0.5000
2002,22,静岡県,2,ヨーロッパ州,210,フランス,0.1000
2002,22,静岡県,2,ヨーロッパ州,213,ドイツ,0.0000
2002,22,静岡県,2,ヨーロッパ州,215,スイス,1.0000
2002,22,静岡県,2,ヨーロッパ州,217,ポルトガル,0.0000
2002,22,静岡県,2,ヨーロッパ州,218,スペイン,0.0000
2002,22,静岡県,2,ヨーロッパ州,220,イタリア,0.1250
2002,22,静岡県,2,ヨーロッパ州,223,ポーランド,0.0000
2002,22,静岡県,2,ヨーロッパ州,225,オーストリア,0.5000
2002,22,静岡県,2,ヨーロッパ州,227,ハンガリー,0.0000
2002,22,静岡県,2,ヨーロッパ州,234,トルコ,0.0000
2002,22,静岡県,2,ヨーロッパ州,245,チェコ,0.0000
2002,22,静岡県,2,ヨーロッパ州,246,スロバキア,0.0000
2002,22,静岡県,3,北アメリカ州,302,カナダ,0.0000
2002,22,静岡県,3,北アメリカ州,304,アメリカ合衆国,0.0845
2002,22,静岡県,3,北アメリカ州,305,メキシコ,-0.1250
2002,22,静岡県,3,北アメリカ州,312,パナマ,0.0000
2002,22,静岡県,4,南アメリカ州,401,コロンビア,0.0000
2002,22,静岡県,4,南アメリカ州,407,ペルー,0.0000
2002,22,静岡県,4,南アメリカ州,410,ブラジル,0.3333
2002,22,静岡県,4,南アメリカ州,413,アルゼンチン,0.0000
2002,22,静岡県,5,アフリカ州,506,エジプト,0.0000
2002,22,静岡県,5,アフリカ州,524,ナイジェリア,0.0000
2002,22,静岡県,5,アフリカ州,551,南アフリカ共和国,0.0000
2002,22,静岡県,6,大洋州,601,オーストラリア,0.0000
2002,22,静岡県,6,大洋州,606,ニュージーランド,0.0000
2002,22,静岡県,6,大洋州,610,サモア,0.0000
2002,23,愛知県,1,アジア州,103,大韓民国,0.0455
2002,23,愛知県,1,アジア州,105,中華人民共和国,0.0122
2002,23,愛知県,1,アジア州,106,台湾,-0.0541
2002,23,愛知県,1,アジア州,108,香港,0.3103
2002,23,愛知県,1,アジア州,110,ベトナム,0.3333
2002,23,愛知県,1,アジア州,111,タイ,0.0545
2002,23,愛知県,1,アジア州,112,シンガポール,0.0000
2002,23,愛知県,1,アジア州,113,マレーシア,0.1111
2002,23,愛知県,1,アジア州,117,フィリピン,0.0667
2002,23,愛知県,1,アジア州,118,インドネシア,-0.0303
2002,23,愛知県,1,アジア州,120,カンボジア,0.0000
2002,23,愛知県,1,アジア州,122,ミャンマー,0.0000
2002,23,愛知県,1,アジア州,123,インド,0.0769
2002,23,愛知県,1,アジア州,124,パキスタン,-0.3333
2002,23,愛知県,1,アジア州,125,スリランカ,-0.2500
2002,23,愛知県,1,アジア州,147,アラブ首長国連邦,-
2002,23,愛知県,2,ヨーロッパ州,202,ノルウェー,2.0000
2002,23,愛知県,2,ヨーロッパ州,203,スウェーデン,0.3333
2002,23,愛知県,2,ヨーロッパ州,204,デンマーク,2.0000
2002,23,愛知県,2,ヨーロッパ州,205,英国,-0.0333
2002,23,愛知県,2,ヨーロッパ州,206,アイルランド,0.0000
2002,23,愛知県,2,ヨーロッパ州,207,オランダ,0.1667
2002,23,愛知県,2,ヨーロッパ州,208,ベルギー,0.1667
2002,23,愛知県,2,ヨーロッパ州,210,フランス,0.0000
2002,23,愛知県,2,ヨーロッパ州,213,ドイツ,0.2000
2002,23,愛知県,2,ヨーロッパ州,217,ポルトガル,0.0000
2002,23,愛知県,2,ヨーロッパ州,218,スペイン,0.0000
2002,23,愛知県,2,ヨーロッパ州,220,イタリア,0.6667
2002,23,愛知県,2,ヨーロッパ州,222,フィンランド,0.3333
2002,23,愛知県,2,ヨーロッパ州,223,ポーランド,-0.5000
2002,23,愛知県,2,ヨーロッパ州,224,ロシア,0.0000
2002,23,愛知県,2,ヨーロッパ州,225,オーストリア,0.0000
2002,23,愛知県,2,ヨーロッパ州,227,ハンガリー,0.0000
2002,23,愛知県,2,ヨーロッパ州,234,トルコ,1.5000
2002,23,愛知県,2,ヨーロッパ州,245,チェコ,3.0000
2002,23,愛知県,2,ヨーロッパ州,246,スロバキア,-0.5000
2002,23,愛知県,2,ヨーロッパ州,289,旧ソ連諸国（除ロシア）,0.0000
2002,23,愛知県,2,ヨーロッパ州,299,その他のヨーロッパ,1.0000
2002,23,愛知県,3,北アメリカ州,302,カナダ,-0.0625
2002,23,愛知県,3,北アメリカ州,304,アメリカ合衆国,0.1314
2002,23,愛知県,3,北アメリカ州,305,メキシコ,-0.1667
2002,23,愛知県,3,北アメリカ州,311,コスタリカ,0.0000
2002,23,愛知県,3,北アメリカ州,312,パナマ,0.0000
2002,23,愛知県,3,北アメリカ州,320,トリニダード・トバゴ,0.0000
2002,23,愛知県,3,北アメリカ州,323,ドミニカ共和国,0.0000
2002,23,愛知県,3,北アメリカ州,324,プエルトリコ(米),0.0000
2002,23,愛知県,3,北アメリカ州,328,ケイマン諸島(英),0.0000
2002,23,愛知県,4,南アメリカ州,401,コロンビア,0.0000
2002,23,愛知県,4,南アメリカ州,402,ベネズエラ,2.0000
2002,23,愛知県,4,南アメリカ州,406,エクアドル,0.0000
2002,23,愛知県,4,南アメリカ州,407,ペルー,0.0000
2002,23,愛知県,4,南アメリカ州,409,チリ,0.0000
2002,23,愛知県,4,南アメリカ州,410,ブラジル,-0.0769
2002,23,愛知県,4,南アメリカ州,411,パラグアイ,0.0000
2002,23,愛知県,4,南アメリカ州,413,アルゼンチン,-0.2000
2002,23,愛知県,5,アフリカ州,526,ルワンダ,0.0000
2002,23,愛知県,5,アフリカ州,551,南アフリカ共和国,0.5000
2002,23,愛知県,5,アフリカ州,554,ザンビア,0.0000
2002,23,愛知県,6,大洋州,601,オーストラリア,0.1000
2002,23,愛知県,6,大洋州,602,パプアニューギニア,0.0000
2002,23,愛知県,6,大洋州,606,ニュージーランド,0.7500
2002,23,愛知県,6,大洋州,610,サモア,0.0000
2002,23,愛知県,6,大洋州,612,フィジー,0.0000
2002,23,愛知県,6,大洋州,627,北マリアナ諸島(米),0.0000
2002,24,三重県,1,アジア州,103,大韓民国,0.0000
2002,24,三重県,1,アジア州,105,中華人民共和国,0.6000
2002,24,三重県,1,アジア州,106,台湾,0.5000
2002,24,三重県,1,アジア州,108,香港,0.5000
2002,24,三重県,1,アジア州,111,タイ,0.5000
2002,24,三重県,1,アジア州,112,シンガポール,0.5000
2002,24,三重県,1,アジア州,113,マレーシア,0.0000
2002,24,三重県,1,アジア州,117,フィリピン,0.0000
2002,24,三重県,1,アジア州,118,インドネシア,0.5000
2002,24,三重県,1,アジア州,123,インド,-0.5000
2002,24,三重県,2,ヨーロッパ州,205,英国,0.0000
2002,24,三重県,2,ヨーロッパ州,213,ドイツ,-
2002,24,三重県,2,ヨーロッパ州,217,ポルトガル,0.0000
2002,24,三重県,2,ヨーロッパ州,218,スペイン,0.0000
2002,24,三重県,2,ヨーロッパ州,245,チェコ,0.0000
2002,24,三重県,3,北アメリカ州,302,カナダ,0.0000
2002,24,三重県,3,北アメリカ州,304,アメリカ合衆国,0.3077
2002,24,三重県,4,南アメリカ州,410,ブラジル,0.0000
2002,24,三重県,6,大洋州,601,オーストラリア,0.0000
2002,25,滋賀県,1,アジア州,103,大韓民国,0.0000
2002,25,滋賀県,1,アジア州,105,中華人民共和国,0.2000
2002,25,滋賀県,1,アジア州,106,台湾,-
2002,25,滋賀県,1,アジア州,108,香港,-
2002,25,滋賀県,1,アジア州,110,ベトナム,0.0000
2002,25,滋賀県,1,アジア州,111,タイ,0.0000
2002,25,滋賀県,1,アジア州,112,シンガポール,1.0000
2002,25,滋賀県,1,アジア州,113,マレーシア,0.3333
2002,25,滋賀県,1,アジア州,118,インドネシア,1.0000
2002,25,滋賀県,2,ヨーロッパ州,205,英国,2.0000
2002,25,滋賀県,3,北アメリカ州,302,カナダ,-
2002,25,滋賀県,3,北アメリカ州,304,アメリカ合衆国,0.8000
2002,25,滋賀県,3,北アメリカ州,305,メキシコ,0.0000
2002,26,京都府,1,アジア州,103,大韓民国,-0.0556
2002,26,京都府,1,アジア州,105,中華人民共和国,0.1600
2002,26,京都府,1,アジア州,106,台湾,-0.1500
2002,26,京都府,1,アジア州,108,香港,-0.0870
2002,26,京都府,1,アジア州,110,ベトナム,-0.2500
2002,26,京都府,1,アジア州,111,タイ,0.1111
2002,26,京都府,1,アジア州,112,シンガポール,-0.1429
2002,26,京都府,1,アジア州,113,マレーシア,-0.0833
2002,26,京都府,1,アジア州,117,フィリピン,0.0000
2002,26,京都府,1,アジア州,118,インドネシア,0.0000
2002,26,京都府,1,アジア州,124,パキスタン,0.0000
2002,26,京都府,1,アジア州,143,イスラエル,0.0000
2002,26,京都府,2,ヨーロッパ州,205,英国,0.0000
2002,26,京都府,2,ヨーロッパ州,206,アイルランド,-
2002,26,京都府,2,ヨーロッパ州,207,オランダ,0.6000
2002,26,京都府,2,ヨーロッパ州,210,フランス,0.0909
2002,26,京都府,2,ヨーロッパ州,213,ドイツ,0.0000
2002,26,京都府,2,ヨーロッパ州,215,スイス,0.0000
2002,26,京都府,2,ヨーロッパ州,218,スペイン,0.0000
2002,26,京都府,2,ヨーロッパ州,220,イタリア,0.3333
2002,26,京都府,2,ヨーロッパ州,225,オーストリア,-0.5000
2002,26,京都府,3,北アメリカ州,302,カナダ,0.0000
2002,26,京都府,3,北アメリカ州,304,アメリカ合衆国,-0.0282
2002,26,京都府,3,北アメリカ州,305,メキシコ,0.0000
2002,26,京都府,3,北アメリカ州,328,ケイマン諸島(英),-
2002,26,京都府,4,南アメリカ州,410,ブラジル,0.0000
2002,26,京都府,4,南アメリカ州,413,アルゼンチン,0.0000
2002,26,京都府,6,大洋州,601,オーストラリア,0.0000
2002,26,京都府,6,大洋州,627,北マリアナ諸島(米),0.0000
2002,27,大阪府,1,アジア州,103,大韓民国,-0.0750
2002,27,大阪府,1,アジア州,105,中華人民共和国,0.2149
2002,27,大阪府,1,アジア州,106,台湾,0.0233
2002,27,大阪府,1,アジア州,108,香港,0.0370
2002,27,大阪府,1,アジア州,110,ベトナム,0.0625
2002,27,大阪府,1,アジア州,111,タイ,0.2255
2002,27,大阪府,1,アジア州,112,シンガポール,-0.0112
2002,27,大阪府,1,アジア州,113,マレーシア,0.0200
2002,27,大阪府,1,アジア州,117,フィリピン,0.1667
2002,27,大阪府,1,アジア州,118,インドネシア,0.0588
2002,27,大阪府,1,アジア州,123,インド,0.0000
2002,27,大阪府,1,アジア州,133,イラン,0.0000
2002,27,大阪府,1,アジア州,137,サウジアラビア,-
2002,27,大阪府,1,アジア州,147,アラブ首長国連邦,0.0000
2002,27,大阪府,2,ヨーロッパ州,202,ノルウェー,0.0000
2002,27,大阪府,2,ヨーロッパ州,203,スウェーデン,0.1250
2002,27,大阪府,2,ヨーロッパ州,204,デンマーク,0.0000
2002,27,大阪府,2,ヨーロッパ州,205,英国,-0.0508
2002,27,大阪府,2,ヨーロッパ州,206,アイルランド,0.5000
2002,27,大阪府,2,ヨーロッパ州,207,オランダ,-0.2581
2002,27,大阪府,2,ヨーロッパ州,208,ベルギー,-0.0556
2002,27,大阪府,2,ヨーロッパ州,210,フランス,-0.0800
2002,27,大阪府,2,ヨーロッパ州,213,ドイツ,-0.0714
2002,27,大阪府,2,ヨーロッパ州,215,スイス,-0.2000
2002,27,大阪府,2,ヨーロッパ州,217,ポルトガル,0.0000
2002,27,大阪府,2,ヨーロッパ州,218,スペイン,0.1429
2002,27,大阪府,2,ヨーロッパ州,220,イタリア,-0.1250
2002,27,大阪府,2,ヨーロッパ州,222,フィンランド,0.0000
2002,27,大阪府,2,ヨーロッパ州,223,ポーランド,1.5000
2002,27,大阪府,2,ヨーロッパ州,224,ロシア,0.0000
2002,27,大阪府,2,ヨーロッパ州,225,オーストリア,0.0000
2002,27,大阪府,2,ヨーロッパ州,227,ハンガリー,0.2500
