集計年,都道府県コード,都道府県名,地域コード,地域名,国コード,国名,産業大分類コード,産業大分類名,現地法人企業数（社）
1996,13,東京都,2,ヨーロッパ州,233,キプロス,I,卸売業，小売業,1
1996,13,東京都,2,ヨーロッパ州,234,トルコ,A,農業，林業,2
1996,13,東京都,2,ヨーロッパ州,234,トルコ,D,建設業,1
1996,13,東京都,2,ヨーロッパ州,234,トルコ,E,製造業,7
1996,13,東京都,2,ヨーロッパ州,234,トルコ,G,情報通信業,1
1996,13,東京都,2,ヨーロッパ州,234,トルコ,I,卸売業，小売業,6
1996,13,東京都,2,ヨーロッパ州,234,トルコ,J,金融業，保険業,1
1996,13,東京都,2,ヨーロッパ州,234,トルコ,L,学術研究，専門・技術サービス業,1
1996,13,東京都,2,ヨーロッパ州,288,旧ソ連,B,漁業,1
1996,13,東京都,2,ヨーロッパ州,288,旧ソ連,E,製造業,3
1996,13,東京都,2,ヨーロッパ州,288,旧ソ連,H,運輸業，郵便業,1
1996,13,東京都,2,ヨーロッパ州,288,旧ソ連,I,卸売業，小売業,7
1996,13,東京都,2,ヨーロッパ州,288,旧ソ連,M,宿泊業，飲食サービス業,2
1996,13,東京都,2,ヨーロッパ州,288,旧ソ連,N,生活関連サービス業，娯楽業,1
1996,13,東京都,2,ヨーロッパ州,299,その他のヨーロッパ,E,製造業,3
1996,13,東京都,2,ヨーロッパ州,299,その他のヨーロッパ,I,卸売業，小売業,12
1996,13,東京都,2,ヨーロッパ州,299,その他のヨーロッパ,J,金融業，保険業,1
1996,13,東京都,3,北アメリカ州,302,カナダ,B,漁業,1
1996,13,東京都,3,北アメリカ州,302,カナダ,C,鉱業，採石業，砂利採取業,9
1996,13,東京都,3,北アメリカ州,302,カナダ,D,建設業,2
1996,13,東京都,3,北アメリカ州,302,カナダ,E,製造業,57
1996,13,東京都,3,北アメリカ州,302,カナダ,H,運輸業，郵便業,8
1996,13,東京都,3,北アメリカ州,302,カナダ,I,卸売業，小売業,52
1996,13,東京都,3,北アメリカ州,302,カナダ,J,金融業，保険業,3
1996,13,東京都,3,北アメリカ州,302,カナダ,K,不動産業，物品賃貸業,6
1996,13,東京都,3,北アメリカ州,302,カナダ,M,宿泊業，飲食サービス業,7
1996,13,東京都,3,北アメリカ州,302,カナダ,N,生活関連サービス業，娯楽業,2
1996,13,東京都,3,北アメリカ州,302,カナダ,R,サービス業（他に分類されないもの）,8
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,A,農業，林業,10
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,B,漁業,6
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,C,鉱業，採石業，砂利採取業,14
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,D,建設業,48
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,E,製造業,678
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,F,電気・ガス・熱供給・水道業,17
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,G,情報通信業,50
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,H,運輸業，郵便業,68
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,381
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,J,金融業，保険業,90
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,K,不動産業，物品賃貸業,124
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,31
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,M,宿泊業，飲食サービス業,39
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,N,生活関連サービス業，娯楽業,35
1996,13,東京都,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,126
1996,13,東京都,3,北アメリカ州,305,メキシコ,C,鉱業，採石業，砂利採取業,1
1996,13,東京都,3,北アメリカ州,305,メキシコ,D,建設業,2
1996,13,東京都,3,北アメリカ州,305,メキシコ,E,製造業,34
1996,13,東京都,3,北アメリカ州,305,メキシコ,H,運輸業，郵便業,4
1996,13,東京都,3,北アメリカ州,305,メキシコ,I,卸売業，小売業,17
1996,13,東京都,3,北アメリカ州,305,メキシコ,K,不動産業，物品賃貸業,2
1996,13,東京都,3,北アメリカ州,305,メキシコ,M,宿泊業，飲食サービス業,3
1996,13,東京都,3,北アメリカ州,305,メキシコ,N,生活関連サービス業，娯楽業,1
1996,13,東京都,3,北アメリカ州,305,メキシコ,R,サービス業（他に分類されないもの）,1
1996,13,東京都,3,北アメリカ州,306,グアテマラ,E,製造業,4
1996,13,東京都,3,北アメリカ州,307,ホンジュラス,E,製造業,1
1996,13,東京都,3,北アメリカ州,309,エルサルバドル,E,製造業,3
1996,13,東京都,3,北アメリカ州,311,コスタリカ,E,製造業,1
1996,13,東京都,3,北アメリカ州,312,パナマ,C,鉱業，採石業，砂利採取業,3
1996,13,東京都,3,北アメリカ州,312,パナマ,E,製造業,1
1996,13,東京都,3,北アメリカ州,312,パナマ,H,運輸業，郵便業,80
1996,13,東京都,3,北アメリカ州,312,パナマ,I,卸売業，小売業,18
1996,13,東京都,3,北アメリカ州,312,パナマ,J,金融業，保険業,7
1996,13,東京都,3,北アメリカ州,312,パナマ,K,不動産業，物品賃貸業,3
1996,13,東京都,3,北アメリカ州,312,パナマ,M,宿泊業，飲食サービス業,1
1996,13,東京都,3,北アメリカ州,312,パナマ,R,サービス業（他に分類されないもの）,6
1996,13,東京都,3,北アメリカ州,314,バーミュダ(英),H,運輸業，郵便業,1
1996,13,東京都,3,北アメリカ州,314,バーミュダ(英),I,卸売業，小売業,1
1996,13,東京都,3,北アメリカ州,314,バーミュダ(英),J,金融業，保険業,4
1996,13,東京都,3,北アメリカ州,314,バーミュダ(英),K,不動産業，物品賃貸業,1
1996,13,東京都,3,北アメリカ州,314,バーミュダ(英),R,サービス業（他に分類されないもの）,1
1996,13,東京都,3,北アメリカ州,315,バハマ,H,運輸業，郵便業,2
1996,13,東京都,3,北アメリカ州,316,ジャマイカ,A,農業，林業,2
1996,13,東京都,3,北アメリカ州,320,トリニダード・トバゴ,E,製造業,1
1996,13,東京都,3,北アメリカ州,323,ドミニカ共和国,I,卸売業，小売業,1
1996,13,東京都,3,北アメリカ州,324,プエルトリコ(米),I,卸売業，小売業,2
1996,13,東京都,3,北アメリカ州,324,プエルトリコ(米),R,サービス業（他に分類されないもの）,1
1996,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,E,製造業,2
1996,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,G,情報通信業,1
1996,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,H,運輸業，郵便業,2
1996,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,I,卸売業，小売業,3
1996,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,J,金融業，保険業,17
1996,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,K,不動産業，物品賃貸業,5
1996,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,M,宿泊業，飲食サービス業,2
1996,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,R,サービス業（他に分類されないもの）,9
1996,13,東京都,4,南アメリカ州,401,コロンビア,C,鉱業，採石業，砂利採取業,1
1996,13,東京都,4,南アメリカ州,401,コロンビア,E,製造業,5
1996,13,東京都,4,南アメリカ州,401,コロンビア,F,電気・ガス・熱供給・水道業,1
1996,13,東京都,4,南アメリカ州,401,コロンビア,I,卸売業，小売業,5
1996,13,東京都,4,南アメリカ州,402,ベネズエラ,E,製造業,5
1996,13,東京都,4,南アメリカ州,402,ベネズエラ,I,卸売業，小売業,7
1996,13,東京都,4,南アメリカ州,404,スリナム,R,サービス業（他に分類されないもの）,1
1996,13,東京都,4,南アメリカ州,406,エクアドル,H,運輸業，郵便業,1
1996,13,東京都,4,南アメリカ州,406,エクアドル,I,卸売業，小売業,4
1996,13,東京都,4,南アメリカ州,407,ペルー,C,鉱業，採石業，砂利採取業,1
1996,13,東京都,4,南アメリカ州,407,ペルー,E,製造業,3
1996,13,東京都,4,南アメリカ州,407,ペルー,H,運輸業，郵便業,1
1996,13,東京都,4,南アメリカ州,407,ペルー,I,卸売業，小売業,7
1996,13,東京都,4,南アメリカ州,408,ボリビア,I,卸売業，小売業,1
1996,13,東京都,4,南アメリカ州,409,チリ,B,漁業,3
1996,13,東京都,4,南アメリカ州,409,チリ,C,鉱業，採石業，砂利採取業,2
1996,13,東京都,4,南アメリカ州,409,チリ,E,製造業,7
1996,13,東京都,4,南アメリカ州,409,チリ,G,情報通信業,2
1996,13,東京都,4,南アメリカ州,409,チリ,H,運輸業，郵便業,1
1996,13,東京都,4,南アメリカ州,409,チリ,I,卸売業，小売業,13
1996,13,東京都,4,南アメリカ州,409,チリ,J,金融業，保険業,3
1996,13,東京都,4,南アメリカ州,409,チリ,K,不動産業，物品賃貸業,1
1996,13,東京都,4,南アメリカ州,409,チリ,R,サービス業（他に分類されないもの）,1
1996,13,東京都,4,南アメリカ州,410,ブラジル,A,農業，林業,13
1996,13,東京都,4,南アメリカ州,410,ブラジル,C,鉱業，採石業，砂利採取業,3
1996,13,東京都,4,南アメリカ州,410,ブラジル,D,建設業,5
1996,13,東京都,4,南アメリカ州,410,ブラジル,E,製造業,63
1996,13,東京都,4,南アメリカ州,410,ブラジル,G,情報通信業,4
1996,13,東京都,4,南アメリカ州,410,ブラジル,H,運輸業，郵便業,5
1996,13,東京都,4,南アメリカ州,410,ブラジル,I,卸売業，小売業,26
1996,13,東京都,4,南アメリカ州,410,ブラジル,J,金融業，保険業,3
1996,13,東京都,4,南アメリカ州,410,ブラジル,K,不動産業，物品賃貸業,2
1996,13,東京都,4,南アメリカ州,410,ブラジル,L,学術研究，専門・技術サービス業,1
1996,13,東京都,4,南アメリカ州,410,ブラジル,M,宿泊業，飲食サービス業,3
1996,13,東京都,4,南アメリカ州,410,ブラジル,R,サービス業（他に分類されないもの）,7
1996,13,東京都,4,南アメリカ州,411,パラグアイ,A,農業，林業,1
1996,13,東京都,4,南アメリカ州,413,アルゼンチン,B,漁業,2
1996,13,東京都,4,南アメリカ州,413,アルゼンチン,E,製造業,3
1996,13,東京都,4,南アメリカ州,413,アルゼンチン,I,卸売業，小売業,9
1996,13,東京都,4,南アメリカ州,413,アルゼンチン,K,不動産業，物品賃貸業,1
1996,13,東京都,4,南アメリカ州,413,アルゼンチン,M,宿泊業，飲食サービス業,1
1996,13,東京都,5,アフリカ州,506,エジプト,E,製造業,3
1996,13,東京都,5,アフリカ州,506,エジプト,R,サービス業（他に分類されないもの）,1
1996,13,東京都,5,アフリカ州,510,セネガル,E,製造業,1
1996,13,東京都,5,アフリカ州,515,リベリア,H,運輸業，郵便業,88
1996,13,東京都,5,アフリカ州,515,リベリア,J,金融業，保険業,7
1996,13,東京都,5,アフリカ州,516,コートジボワール,E,製造業,1
1996,13,東京都,5,アフリカ州,524,ナイジェリア,D,建設業,1
1996,13,東京都,5,アフリカ州,524,ナイジェリア,E,製造業,2
1996,13,東京都,5,アフリカ州,524,ナイジェリア,I,卸売業，小売業,3
1996,13,東京都,5,アフリカ州,525,ニジェール,C,鉱業，採石業，砂利採取業,1
1996,13,東京都,5,アフリカ州,527,カメルーン,I,卸売業，小売業,2
1996,13,東京都,5,アフリカ州,533,コンゴ民主共和国,C,鉱業，採石業，砂利採取業,1
1996,13,東京都,5,アフリカ州,538,エチオピア,I,卸売業，小売業,1
1996,13,東京都,5,アフリカ州,541,ケニア,A,農業，林業,1
1996,13,東京都,5,アフリカ州,543,タンザニア,K,不動産業，物品賃貸業,1
1996,13,東京都,5,アフリカ州,546,マダガスカル,B,漁業,1
1996,13,東京都,5,アフリカ州,554,ザンビア,I,卸売業，小売業,1
1996,13,東京都,5,アフリカ州,556,エスワティニ,E,製造業,1
1996,13,東京都,5,アフリカ州,599,その他のアフリカ,B,漁業,1
1996,13,東京都,5,アフリカ州,599,その他のアフリカ,C,鉱業，採石業，砂利採取業,1
1996,13,東京都,5,アフリカ州,599,その他のアフリカ,E,製造業,6
1996,13,東京都,5,アフリカ州,599,その他のアフリカ,I,卸売業，小売業,4
1996,13,東京都,5,アフリカ州,599,その他のアフリカ,R,サービス業（他に分類されないもの）,1
1996,13,東京都,6,大洋州,601,オーストラリア,A,農業，林業,9
1996,13,東京都,6,大洋州,601,オーストラリア,B,漁業,1
1996,13,東京都,6,大洋州,601,オーストラリア,C,鉱業，採石業，砂利採取業,38
1996,13,東京都,6,大洋州,601,オーストラリア,D,建設業,17
1996,13,東京都,6,大洋州,601,オーストラリア,E,製造業,67
1996,13,東京都,6,大洋州,601,オーストラリア,F,電気・ガス・熱供給・水道業,1
1996,13,東京都,6,大洋州,601,オーストラリア,G,情報通信業,4
1996,13,東京都,6,大洋州,601,オーストラリア,H,運輸業，郵便業,11
1996,13,東京都,6,大洋州,601,オーストラリア,I,卸売業，小売業,79
1996,13,東京都,6,大洋州,601,オーストラリア,J,金融業，保険業,7
1996,13,東京都,6,大洋州,601,オーストラリア,K,不動産業，物品賃貸業,11
1996,13,東京都,6,大洋州,601,オーストラリア,L,学術研究，専門・技術サービス業,3
1996,13,東京都,6,大洋州,601,オーストラリア,M,宿泊業，飲食サービス業,7
1996,13,東京都,6,大洋州,601,オーストラリア,N,生活関連サービス業，娯楽業,9
1996,13,東京都,6,大洋州,601,オーストラリア,R,サービス業（他に分類されないもの）,16
1996,13,東京都,6,大洋州,602,パプアニューギニア,A,農業，林業,3
1996,13,東京都,6,大洋州,602,パプアニューギニア,D,建設業,1
1996,13,東京都,6,大洋州,602,パプアニューギニア,E,製造業,1
1996,13,東京都,6,大洋州,602,パプアニューギニア,I,卸売業，小売業,1
1996,13,東京都,6,大洋州,606,ニュージーランド,A,農業，林業,3
1996,13,東京都,6,大洋州,606,ニュージーランド,B,漁業,2
1996,13,東京都,6,大洋州,606,ニュージーランド,E,製造業,19
1996,13,東京都,6,大洋州,606,ニュージーランド,H,運輸業，郵便業,3
1996,13,東京都,6,大洋州,606,ニュージーランド,I,卸売業，小売業,22
1996,13,東京都,6,大洋州,606,ニュージーランド,K,不動産業，物品賃貸業,1
1996,13,東京都,6,大洋州,606,ニュージーランド,N,生活関連サービス業，娯楽業,2
1996,13,東京都,6,大洋州,606,ニュージーランド,R,サービス業（他に分類されないもの）,6
1996,13,東京都,6,大洋州,610,サモア,H,運輸業，郵便業,1
1996,13,東京都,6,大洋州,610,サモア,M,宿泊業，飲食サービス業,1
1996,13,東京都,6,大洋州,612,フィジー,N,生活関連サービス業，娯楽業,2
1996,13,東京都,6,大洋州,699,その他のオセアニア,B,漁業,1
1996,13,東京都,6,大洋州,699,その他のオセアニア,D,建設業,2
1996,13,東京都,6,大洋州,699,その他のオセアニア,H,運輸業，郵便業,1
1996,13,東京都,6,大洋州,699,その他のオセアニア,K,不動産業，物品賃貸業,2
1996,13,東京都,6,大洋州,699,その他のオセアニア,M,宿泊業，飲食サービス業,1
1996,13,東京都,6,大洋州,699,その他のオセアニア,N,生活関連サービス業，娯楽業,2
1996,14,神奈川県,1,アジア州,103,大韓民国,E,製造業,14
1996,14,神奈川県,1,アジア州,105,中華人民共和国,E,製造業,26
1996,14,神奈川県,1,アジア州,105,中華人民共和国,H,運輸業，郵便業,1
1996,14,神奈川県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,4
1996,14,神奈川県,1,アジア州,105,中華人民共和国,R,サービス業（他に分類されないもの）,1
1996,14,神奈川県,1,アジア州,106,台湾,D,建設業,1
1996,14,神奈川県,1,アジア州,106,台湾,E,製造業,14
1996,14,神奈川県,1,アジア州,106,台湾,I,卸売業，小売業,2
1996,14,神奈川県,1,アジア州,108,香港,E,製造業,8
1996,14,神奈川県,1,アジア州,108,香港,H,運輸業，郵便業,1
1996,14,神奈川県,1,アジア州,108,香港,I,卸売業，小売業,5
1996,14,神奈川県,1,アジア州,110,ベトナム,E,製造業,1
1996,14,神奈川県,1,アジア州,111,タイ,E,製造業,22
1996,14,神奈川県,1,アジア州,111,タイ,H,運輸業，郵便業,2
1996,14,神奈川県,1,アジア州,111,タイ,I,卸売業，小売業,3
1996,14,神奈川県,1,アジア州,111,タイ,M,宿泊業，飲食サービス業,1
1996,14,神奈川県,1,アジア州,112,シンガポール,D,建設業,2
1996,14,神奈川県,1,アジア州,112,シンガポール,E,製造業,12
1996,14,神奈川県,1,アジア州,112,シンガポール,G,情報通信業,1
1996,14,神奈川県,1,アジア州,112,シンガポール,H,運輸業，郵便業,2
1996,14,神奈川県,1,アジア州,112,シンガポール,I,卸売業，小売業,8
1996,14,神奈川県,1,アジア州,113,マレーシア,D,建設業,1
1996,14,神奈川県,1,アジア州,113,マレーシア,E,製造業,12
1996,14,神奈川県,1,アジア州,113,マレーシア,G,情報通信業,1
1996,14,神奈川県,1,アジア州,113,マレーシア,H,運輸業，郵便業,2
1996,14,神奈川県,1,アジア州,113,マレーシア,I,卸売業，小売業,3
1996,14,神奈川県,1,アジア州,117,フィリピン,B,漁業,1
1996,14,神奈川県,1,アジア州,117,フィリピン,D,建設業,1
1996,14,神奈川県,1,アジア州,117,フィリピン,E,製造業,5
1996,14,神奈川県,1,アジア州,117,フィリピン,I,卸売業，小売業,1
1996,14,神奈川県,1,アジア州,118,インドネシア,D,建設業,1
1996,14,神奈川県,1,アジア州,118,インドネシア,E,製造業,4
1996,14,神奈川県,1,アジア州,118,インドネシア,G,情報通信業,1
1996,14,神奈川県,1,アジア州,123,インド,E,製造業,1
1996,14,神奈川県,1,アジア州,123,インド,G,情報通信業,1
1996,14,神奈川県,1,アジア州,137,サウジアラビア,D,建設業,1
1996,14,神奈川県,1,アジア州,137,サウジアラビア,G,情報通信業,1
1996,14,神奈川県,1,アジア州,147,アラブ首長国連邦,I,卸売業，小売業,1
1996,14,神奈川県,2,ヨーロッパ州,202,ノルウェー,I,卸売業，小売業,1
1996,14,神奈川県,2,ヨーロッパ州,203,スウェーデン,E,製造業,1
1996,14,神奈川県,2,ヨーロッパ州,203,スウェーデン,I,卸売業，小売業,1
1996,14,神奈川県,2,ヨーロッパ州,204,デンマーク,I,卸売業，小売業,1
1996,14,神奈川県,2,ヨーロッパ州,205,英国,D,建設業,2
1996,14,神奈川県,2,ヨーロッパ州,205,英国,E,製造業,13
1996,14,神奈川県,2,ヨーロッパ州,205,英国,I,卸売業，小売業,6
1996,14,神奈川県,2,ヨーロッパ州,207,オランダ,D,建設業,2
1996,14,神奈川県,2,ヨーロッパ州,207,オランダ,E,製造業,1
1996,14,神奈川県,2,ヨーロッパ州,207,オランダ,I,卸売業，小売業,4
1996,14,神奈川県,2,ヨーロッパ州,207,オランダ,J,金融業，保険業,1
1996,14,神奈川県,2,ヨーロッパ州,208,ベルギー,I,卸売業，小売業,1
1996,14,神奈川県,2,ヨーロッパ州,210,フランス,E,製造業,5
1996,14,神奈川県,2,ヨーロッパ州,210,フランス,G,情報通信業,1
1996,14,神奈川県,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,4
1996,14,神奈川県,2,ヨーロッパ州,213,ドイツ,E,製造業,7
1996,14,神奈川県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,6
1996,14,神奈川県,2,ヨーロッパ州,213,ドイツ,R,サービス業（他に分類されないもの）,1
1996,14,神奈川県,2,ヨーロッパ州,215,スイス,E,製造業,1
1996,14,神奈川県,2,ヨーロッパ州,215,スイス,G,情報通信業,1
1996,14,神奈川県,2,ヨーロッパ州,218,スペイン,E,製造業,3
1996,14,神奈川県,2,ヨーロッパ州,218,スペイン,I,卸売業，小売業,1
1996,14,神奈川県,2,ヨーロッパ州,220,イタリア,E,製造業,2
1996,14,神奈川県,2,ヨーロッパ州,220,イタリア,I,卸売業，小売業,2
1996,14,神奈川県,2,ヨーロッパ州,220,イタリア,L,学術研究，専門・技術サービス業,1
1996,14,神奈川県,2,ヨーロッパ州,225,オーストリア,E,製造業,2
1996,14,神奈川県,2,ヨーロッパ州,225,オーストリア,I,卸売業，小売業,1
1996,14,神奈川県,3,北アメリカ州,302,カナダ,E,製造業,2
1996,14,神奈川県,3,北アメリカ州,302,カナダ,I,卸売業，小売業,3
1996,14,神奈川県,3,北アメリカ州,302,カナダ,R,サービス業（他に分類されないもの）,1
1996,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,A,農業，林業,1
1996,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,D,建設業,2
1996,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,41
1996,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,G,情報通信業,3
1996,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,H,運輸業，郵便業,2
1996,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,15
1996,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,J,金融業，保険業,1
1996,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,K,不動産業，物品賃貸業,5
1996,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,1
1996,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,N,生活関連サービス業，娯楽業,1
1996,14,神奈川県,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,3
1996,14,神奈川県,3,北アメリカ州,305,メキシコ,E,製造業,3
1996,14,神奈川県,3,北アメリカ州,305,メキシコ,I,卸売業，小売業,2
1996,14,神奈川県,3,北アメリカ州,312,パナマ,I,卸売業，小売業,1
1996,14,神奈川県,3,北アメリカ州,399,その他の北アメリカ州,E,製造業,1
1996,14,神奈川県,3,北アメリカ州,399,その他の北アメリカ州,K,不動産業，物品賃貸業,1
1996,14,神奈川県,4,南アメリカ州,409,チリ,A,農業，林業,1
1996,14,神奈川県,4,南アメリカ州,410,ブラジル,E,製造業,4
1996,14,神奈川県,4,南アメリカ州,410,ブラジル,I,卸売業，小売業,3
1996,14,神奈川県,5,アフリカ州,524,ナイジェリア,D,建設業,1
1996,14,神奈川県,6,大洋州,601,オーストラリア,E,製造業,2
1996,14,神奈川県,6,大洋州,601,オーストラリア,I,卸売業，小売業,2
1996,15,新潟県,1,アジア州,105,中華人民共和国,E,製造業,5
1996,15,新潟県,1,アジア州,106,台湾,E,製造業,1
1996,15,新潟県,1,アジア州,110,ベトナム,E,製造業,1
1996,15,新潟県,1,アジア州,111,タイ,E,製造業,1
1996,15,新潟県,2,ヨーロッパ州,205,英国,E,製造業,1
1996,15,新潟県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,2
1996,15,新潟県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,2
1996,16,富山県,1,アジア州,103,大韓民国,E,製造業,1
1996,16,富山県,1,アジア州,105,中華人民共和国,E,製造業,2
1996,16,富山県,1,アジア州,106,台湾,E,製造業,3
1996,16,富山県,1,アジア州,108,香港,E,製造業,1
1996,16,富山県,1,アジア州,111,タイ,E,製造業,3
1996,16,富山県,1,アジア州,112,シンガポール,E,製造業,6
1996,16,富山県,1,アジア州,113,マレーシア,E,製造業,3
1996,16,富山県,1,アジア州,117,フィリピン,E,製造業,1
1996,16,富山県,1,アジア州,118,インドネシア,E,製造業,1
1996,16,富山県,2,ヨーロッパ州,205,英国,E,製造業,2
1996,16,富山県,2,ヨーロッパ州,207,オランダ,E,製造業,1
1996,16,富山県,2,ヨーロッパ州,213,ドイツ,E,製造業,2
1996,16,富山県,2,ヨーロッパ州,218,スペイン,E,製造業,1
1996,16,富山県,3,北アメリカ州,302,カナダ,E,製造業,2
1996,16,富山県,3,北アメリカ州,304,アメリカ合衆国,A,農業，林業,1
1996,16,富山県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,8
1996,16,富山県,3,北アメリカ州,305,メキシコ,E,製造業,1
1996,16,富山県,4,南アメリカ州,410,ブラジル,E,製造業,1
1996,16,富山県,6,大洋州,601,オーストラリア,E,製造業,2
1996,17,石川県,1,アジア州,103,大韓民国,E,製造業,1
1996,17,石川県,1,アジア州,105,中華人民共和国,D,建設業,1
1996,17,石川県,1,アジア州,105,中華人民共和国,E,製造業,1
1996,17,石川県,1,アジア州,106,台湾,E,製造業,1
1996,17,石川県,1,アジア州,108,香港,E,製造業,1
1996,17,石川県,1,アジア州,111,タイ,E,製造業,2
1996,17,石川県,1,アジア州,112,シンガポール,D,建設業,1
1996,17,石川県,1,アジア州,112,シンガポール,E,製造業,1
1996,17,石川県,1,アジア州,112,シンガポール,I,卸売業，小売業,1
1996,17,石川県,1,アジア州,113,マレーシア,E,製造業,1
1996,17,石川県,2,ヨーロッパ州,220,イタリア,E,製造業,1
1996,17,石川県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,1
1996,17,石川県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,1
1996,18,福井県,1,アジア州,103,大韓民国,E,製造業,4
1996,18,福井県,1,アジア州,105,中華人民共和国,E,製造業,4
1996,18,福井県,1,アジア州,106,台湾,E,製造業,2
1996,18,福井県,1,アジア州,108,香港,E,製造業,5
1996,18,福井県,1,アジア州,111,タイ,E,製造業,7
1996,18,福井県,1,アジア州,112,シンガポール,E,製造業,1
1996,18,福井県,1,アジア州,118,インドネシア,E,製造業,1
1996,18,福井県,2,ヨーロッパ州,205,英国,E,製造業,3
1996,18,福井県,2,ヨーロッパ州,205,英国,I,卸売業，小売業,1
1996,18,福井県,2,ヨーロッパ州,205,英国,M,宿泊業，飲食サービス業,1
1996,18,福井県,2,ヨーロッパ州,207,オランダ,M,宿泊業，飲食サービス業,1
1996,18,福井県,2,ヨーロッパ州,213,ドイツ,E,製造業,2
1996,18,福井県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,1
1996,18,福井県,3,北アメリカ州,302,カナダ,I,卸売業，小売業,1
1996,18,福井県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,4
1996,18,福井県,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,1
1996,19,山梨県,1,アジア州,105,中華人民共和国,E,製造業,1
1996,19,山梨県,1,アジア州,106,台湾,E,製造業,2
1996,19,山梨県,1,アジア州,111,タイ,E,製造業,1
1996,19,山梨県,1,アジア州,113,マレーシア,E,製造業,1
1996,19,山梨県,1,アジア州,117,フィリピン,E,製造業,1
1996,19,山梨県,3,北アメリカ州,302,カナダ,E,製造業,1
1996,19,山梨県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,2
1996,19,山梨県,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,1
1996,20,長野県,1,アジア州,103,大韓民国,I,卸売業，小売業,1
1996,20,長野県,1,アジア州,105,中華人民共和国,E,製造業,6
1996,20,長野県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,1
1996,20,長野県,1,アジア州,106,台湾,E,製造業,4
1996,20,長野県,1,アジア州,106,台湾,I,卸売業，小売業,2
1996,20,長野県,1,アジア州,108,香港,E,製造業,1
1996,20,長野県,1,アジア州,108,香港,I,卸売業，小売業,2
1996,20,長野県,1,アジア州,111,タイ,E,製造業,9
1996,20,長野県,1,アジア州,111,タイ,I,卸売業，小売業,1
1996,20,長野県,1,アジア州,112,シンガポール,E,製造業,3
1996,20,長野県,1,アジア州,112,シンガポール,I,卸売業，小売業,3
1996,20,長野県,1,アジア州,113,マレーシア,E,製造業,4
1996,20,長野県,1,アジア州,113,マレーシア,I,卸売業，小売業,2
1996,20,長野県,1,アジア州,117,フィリピン,E,製造業,4
1996,20,長野県,1,アジア州,117,フィリピン,K,不動産業，物品賃貸業,1
1996,20,長野県,1,アジア州,117,フィリピン,L,学術研究，専門・技術サービス業,1
1996,20,長野県,1,アジア州,118,インドネシア,E,製造業,5
1996,20,長野県,2,ヨーロッパ州,205,英国,E,製造業,2
