集計年,都道府県コード,都道府県名,地域コード,地域名,国コード,国名,産業大分類コード,産業大分類名,現地法人企業数（社）
2013,23,愛知県,6,大洋州,601,オーストラリア,E,製造業,13
2013,23,愛知県,6,大洋州,601,オーストラリア,I,卸売業，小売業,13
2013,23,愛知県,6,大洋州,601,オーストラリア,J,金融業，保険業,3
2013,23,愛知県,6,大洋州,601,オーストラリア,L,学術研究，専門・技術サービス業,7
2013,23,愛知県,6,大洋州,602,パプアニューギニア,K,不動産業，物品賃貸業,2
2013,23,愛知県,6,大洋州,606,ニュージーランド,E,製造業,2
2013,23,愛知県,6,大洋州,606,ニュージーランド,H,運輸業，郵便業,1
2013,23,愛知県,6,大洋州,606,ニュージーランド,I,卸売業，小売業,4
2013,23,愛知県,6,大洋州,610,サモア,I,卸売業，小売業,1
2013,23,愛知県,6,大洋州,610,サモア,L,学術研究，専門・技術サービス業,1
2013,23,愛知県,6,大洋州,612,フィジー,I,卸売業，小売業,1
2013,23,愛知県,6,大洋州,627,北マリアナ諸島(米),I,卸売業，小売業,4
2013,23,愛知県,6,大洋州,627,北マリアナ諸島(米),N,生活関連サービス業，娯楽業,1
2013,24,三重県,1,アジア州,103,大韓民国,E,製造業,5
2013,24,三重県,1,アジア州,103,大韓民国,I,卸売業，小売業,2
2013,24,三重県,1,アジア州,105,中華人民共和国,E,製造業,62
2013,24,三重県,1,アジア州,105,中華人民共和国,F,電気・ガス・熱供給・水道業,1
2013,24,三重県,1,アジア州,105,中華人民共和国,G,情報通信業,1
2013,24,三重県,1,アジア州,105,中華人民共和国,H,運輸業，郵便業,2
2013,24,三重県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,7
2013,24,三重県,1,アジア州,105,中華人民共和国,M,宿泊業，飲食サービス業,1
2013,24,三重県,1,アジア州,105,中華人民共和国,R,サービス業（他に分類されないもの）,1
2013,24,三重県,1,アジア州,106,台湾,E,製造業,3
2013,24,三重県,1,アジア州,106,台湾,H,運輸業，郵便業,1
2013,24,三重県,1,アジア州,106,台湾,I,卸売業，小売業,2
2013,24,三重県,1,アジア州,108,香港,H,運輸業，郵便業,1
2013,24,三重県,1,アジア州,108,香港,I,卸売業，小売業,4
2013,24,三重県,1,アジア州,108,香港,L,学術研究，専門・技術サービス業,2
2013,24,三重県,1,アジア州,110,ベトナム,E,製造業,9
2013,24,三重県,1,アジア州,110,ベトナム,G,情報通信業,1
2013,24,三重県,1,アジア州,110,ベトナム,H,運輸業，郵便業,1
2013,24,三重県,1,アジア州,111,タイ,E,製造業,12
2013,24,三重県,1,アジア州,111,タイ,H,運輸業，郵便業,1
2013,24,三重県,1,アジア州,111,タイ,I,卸売業，小売業,3
2013,24,三重県,1,アジア州,111,タイ,L,学術研究，専門・技術サービス業,2
2013,24,三重県,1,アジア州,111,タイ,M,宿泊業，飲食サービス業,2
2013,24,三重県,1,アジア州,112,シンガポール,E,製造業,1
2013,24,三重県,1,アジア州,112,シンガポール,I,卸売業，小売業,1
2013,24,三重県,1,アジア州,113,マレーシア,E,製造業,5
2013,24,三重県,1,アジア州,113,マレーシア,H,運輸業，郵便業,1
2013,24,三重県,1,アジア州,117,フィリピン,E,製造業,8
2013,24,三重県,1,アジア州,117,フィリピン,H,運輸業，郵便業,1
2013,24,三重県,1,アジア州,117,フィリピン,L,学術研究，専門・技術サービス業,1
2013,24,三重県,1,アジア州,118,インドネシア,E,製造業,5
2013,24,三重県,1,アジア州,118,インドネシア,H,運輸業，郵便業,1
2013,24,三重県,1,アジア州,120,カンボジア,E,製造業,1
2013,24,三重県,1,アジア州,120,カンボジア,H,運輸業，郵便業,1
2013,24,三重県,1,アジア州,123,インド,E,製造業,2
2013,24,三重県,1,アジア州,123,インド,G,情報通信業,1
2013,24,三重県,1,アジア州,123,インド,R,サービス業（他に分類されないもの）,1
2013,24,三重県,2,ヨーロッパ州,207,オランダ,I,卸売業，小売業,1
2013,24,三重県,2,ヨーロッパ州,213,ドイツ,H,運輸業，郵便業,1
2013,24,三重県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,1
2013,24,三重県,2,ヨーロッパ州,217,ポルトガル,E,製造業,1
2013,24,三重県,2,ヨーロッパ州,218,スペイン,E,製造業,1
2013,24,三重県,2,ヨーロッパ州,223,ポーランド,E,製造業,1
2013,24,三重県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,3
2013,24,三重県,3,北アメリカ州,304,アメリカ合衆国,H,運輸業，郵便業,1
2013,24,三重県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,8
2013,24,三重県,3,北アメリカ州,305,メキシコ,H,運輸業，郵便業,1
2013,24,三重県,4,南アメリカ州,410,ブラジル,E,製造業,1
2013,24,三重県,4,南アメリカ州,410,ブラジル,L,学術研究，専門・技術サービス業,1
2013,24,三重県,5,アフリカ州,551,南アフリカ共和国,E,製造業,1
2013,24,三重県,6,大洋州,601,オーストラリア,I,卸売業，小売業,1
2013,25,滋賀県,1,アジア州,103,大韓民国,E,製造業,7
2013,25,滋賀県,1,アジア州,103,大韓民国,I,卸売業，小売業,3
2013,25,滋賀県,1,アジア州,105,中華人民共和国,E,製造業,37
2013,25,滋賀県,1,アジア州,105,中華人民共和国,H,運輸業，郵便業,1
2013,25,滋賀県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,6
2013,25,滋賀県,1,アジア州,105,中華人民共和国,L,学術研究，専門・技術サービス業,1
2013,25,滋賀県,1,アジア州,106,台湾,D,建設業,1
2013,25,滋賀県,1,アジア州,106,台湾,E,製造業,3
2013,25,滋賀県,1,アジア州,108,香港,E,製造業,3
2013,25,滋賀県,1,アジア州,108,香港,I,卸売業，小売業,2
2013,25,滋賀県,1,アジア州,108,香港,P,医療，福祉,1
2013,25,滋賀県,1,アジア州,110,ベトナム,E,製造業,4
2013,25,滋賀県,1,アジア州,110,ベトナム,R,サービス業（他に分類されないもの）,1
2013,25,滋賀県,1,アジア州,111,タイ,E,製造業,6
2013,25,滋賀県,1,アジア州,111,タイ,I,卸売業，小売業,2
2013,25,滋賀県,1,アジア州,112,シンガポール,E,製造業,3
2013,25,滋賀県,1,アジア州,113,マレーシア,E,製造業,4
2013,25,滋賀県,1,アジア州,117,フィリピン,E,製造業,2
2013,25,滋賀県,1,アジア州,118,インドネシア,E,製造業,3
2013,25,滋賀県,1,アジア州,118,インドネシア,I,卸売業，小売業,1
2013,25,滋賀県,1,アジア州,123,インド,E,製造業,2
2013,25,滋賀県,1,アジア州,123,インド,I,卸売業，小売業,1
2013,25,滋賀県,1,アジア州,137,サウジアラビア,E,製造業,1
2013,25,滋賀県,2,ヨーロッパ州,205,英国,E,製造業,2
2013,25,滋賀県,2,ヨーロッパ州,205,英国,I,卸売業，小売業,1
2013,25,滋賀県,2,ヨーロッパ州,205,英国,R,サービス業（他に分類されないもの）,1
2013,25,滋賀県,2,ヨーロッパ州,207,オランダ,I,卸売業，小売業,1
2013,25,滋賀県,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,2
2013,25,滋賀県,2,ヨーロッパ州,213,ドイツ,E,製造業,1
2013,25,滋賀県,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,1
2013,25,滋賀県,2,ヨーロッパ州,223,ポーランド,I,卸売業，小売業,1
2013,25,滋賀県,2,ヨーロッパ州,224,ロシア,R,サービス業（他に分類されないもの）,1
2013,25,滋賀県,3,北アメリカ州,302,カナダ,E,製造業,1
2013,25,滋賀県,3,北アメリカ州,302,カナダ,I,卸売業，小売業,1
2013,25,滋賀県,3,北アメリカ州,304,アメリカ合衆国,E,製造業,7
2013,25,滋賀県,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,4
2013,25,滋賀県,3,北アメリカ州,304,アメリカ合衆国,K,不動産業，物品賃貸業,1
2013,25,滋賀県,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,2
2013,25,滋賀県,3,北アメリカ州,305,メキシコ,R,サービス業（他に分類されないもの）,1
2013,25,滋賀県,4,南アメリカ州,402,ベネズエラ,E,製造業,1
2013,25,滋賀県,4,南アメリカ州,410,ブラジル,R,サービス業（他に分類されないもの）,1
2013,25,滋賀県,4,南アメリカ州,413,アルゼンチン,E,製造業,1
2013,25,滋賀県,5,アフリカ州,506,エジプト,E,製造業,1
2013,25,滋賀県,6,大洋州,601,オーストラリア,E,製造業,1
2013,25,滋賀県,6,大洋州,601,オーストラリア,I,卸売業，小売業,1
2013,25,滋賀県,6,大洋州,627,北マリアナ諸島(米),E,製造業,1
2013,26,京都府,1,アジア州,103,大韓民国,E,製造業,11
2013,26,京都府,1,アジア州,103,大韓民国,I,卸売業，小売業,13
2013,26,京都府,1,アジア州,103,大韓民国,R,サービス業（他に分類されないもの）,4
2013,26,京都府,1,アジア州,105,中華人民共和国,D,建設業,1
2013,26,京都府,1,アジア州,105,中華人民共和国,E,製造業,106
2013,26,京都府,1,アジア州,105,中華人民共和国,G,情報通信業,4
2013,26,京都府,1,アジア州,105,中華人民共和国,I,卸売業，小売業,40
2013,26,京都府,1,アジア州,105,中華人民共和国,L,学術研究，専門・技術サービス業,2
2013,26,京都府,1,アジア州,105,中華人民共和国,M,宿泊業，飲食サービス業,2
2013,26,京都府,1,アジア州,105,中華人民共和国,O,教育，学習支援業,2
2013,26,京都府,1,アジア州,105,中華人民共和国,R,サービス業（他に分類されないもの）,11
2013,26,京都府,1,アジア州,106,台湾,D,建設業,1
2013,26,京都府,1,アジア州,106,台湾,E,製造業,12
2013,26,京都府,1,アジア州,106,台湾,I,卸売業，小売業,8
2013,26,京都府,1,アジア州,106,台湾,J,金融業，保険業,1
2013,26,京都府,1,アジア州,106,台湾,R,サービス業（他に分類されないもの）,8
2013,26,京都府,1,アジア州,108,香港,E,製造業,1
2013,26,京都府,1,アジア州,108,香港,I,卸売業，小売業,25
2013,26,京都府,1,アジア州,108,香港,K,不動産業，物品賃貸業,1
2013,26,京都府,1,アジア州,108,香港,L,学術研究，専門・技術サービス業,1
2013,26,京都府,1,アジア州,108,香港,R,サービス業（他に分類されないもの）,1
2013,26,京都府,1,アジア州,110,ベトナム,A,農業，林業,1
2013,26,京都府,1,アジア州,110,ベトナム,E,製造業,12
2013,26,京都府,1,アジア州,110,ベトナム,I,卸売業，小売業,3
2013,26,京都府,1,アジア州,111,タイ,E,製造業,19
2013,26,京都府,1,アジア州,111,タイ,I,卸売業，小売業,8
2013,26,京都府,1,アジア州,111,タイ,L,学術研究，専門・技術サービス業,1
2013,26,京都府,1,アジア州,112,シンガポール,E,製造業,4
2013,26,京都府,1,アジア州,112,シンガポール,I,卸売業，小売業,15
2013,26,京都府,1,アジア州,112,シンガポール,L,学術研究，専門・技術サービス業,1
2013,26,京都府,1,アジア州,112,シンガポール,R,サービス業（他に分類されないもの）,2
2013,26,京都府,1,アジア州,113,マレーシア,E,製造業,9
2013,26,京都府,1,アジア州,113,マレーシア,I,卸売業，小売業,4
2013,26,京都府,1,アジア州,117,フィリピン,E,製造業,7
2013,26,京都府,1,アジア州,117,フィリピン,G,情報通信業,1
2013,26,京都府,1,アジア州,117,フィリピン,I,卸売業，小売業,4
2013,26,京都府,1,アジア州,117,フィリピン,K,不動産業，物品賃貸業,1
2013,26,京都府,1,アジア州,117,フィリピン,L,学術研究，専門・技術サービス業,1
2013,26,京都府,1,アジア州,117,フィリピン,R,サービス業（他に分類されないもの）,1
2013,26,京都府,1,アジア州,118,インドネシア,E,製造業,11
2013,26,京都府,1,アジア州,118,インドネシア,I,卸売業，小売業,1
2013,26,京都府,1,アジア州,120,カンボジア,J,金融業，保険業,2
2013,26,京都府,1,アジア州,120,カンボジア,R,サービス業（他に分類されないもの）,1
2013,26,京都府,1,アジア州,121,ラオス,J,金融業，保険業,1
2013,26,京都府,1,アジア州,122,ミャンマー,E,製造業,1
2013,26,京都府,1,アジア州,122,ミャンマー,R,サービス業（他に分類されないもの）,1
2013,26,京都府,1,アジア州,123,インド,E,製造業,4
2013,26,京都府,1,アジア州,123,インド,I,卸売業，小売業,4
2013,26,京都府,1,アジア州,123,インド,R,サービス業（他に分類されないもの）,1
2013,26,京都府,1,アジア州,127,バングラデシュ,E,製造業,1
2013,26,京都府,1,アジア州,143,イスラエル,R,サービス業（他に分類されないもの）,1
2013,26,京都府,1,アジア州,147,アラブ首長国連邦,I,卸売業，小売業,1
2013,26,京都府,2,ヨーロッパ州,204,デンマーク,E,製造業,1
2013,26,京都府,2,ヨーロッパ州,205,英国,E,製造業,13
2013,26,京都府,2,ヨーロッパ州,205,英国,G,情報通信業,1
2013,26,京都府,2,ヨーロッパ州,205,英国,I,卸売業，小売業,7
2013,26,京都府,2,ヨーロッパ州,205,英国,L,学術研究，専門・技術サービス業,3
2013,26,京都府,2,ヨーロッパ州,206,アイルランド,R,サービス業（他に分類されないもの）,1
2013,26,京都府,2,ヨーロッパ州,207,オランダ,E,製造業,5
2013,26,京都府,2,ヨーロッパ州,207,オランダ,I,卸売業，小売業,3
2013,26,京都府,2,ヨーロッパ州,207,オランダ,L,学術研究，専門・技術サービス業,1
2013,26,京都府,2,ヨーロッパ州,207,オランダ,R,サービス業（他に分類されないもの）,1
2013,26,京都府,2,ヨーロッパ州,208,ベルギー,I,卸売業，小売業,1
2013,26,京都府,2,ヨーロッパ州,210,フランス,E,製造業,5
2013,26,京都府,2,ヨーロッパ州,210,フランス,G,情報通信業,1
2013,26,京都府,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,5
2013,26,京都府,2,ヨーロッパ州,210,フランス,L,学術研究，専門・技術サービス業,1
2013,26,京都府,2,ヨーロッパ州,210,フランス,R,サービス業（他に分類されないもの）,1
2013,26,京都府,2,ヨーロッパ州,213,ドイツ,E,製造業,5
2013,26,京都府,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,11
2013,26,京都府,2,ヨーロッパ州,213,ドイツ,O,教育，学習支援業,1
2013,26,京都府,2,ヨーロッパ州,215,スイス,I,卸売業，小売業,1
2013,26,京都府,2,ヨーロッパ州,218,スペイン,I,卸売業，小売業,1
2013,26,京都府,2,ヨーロッパ州,220,イタリア,E,製造業,1
2013,26,京都府,2,ヨーロッパ州,220,イタリア,I,卸売業，小売業,2
2013,26,京都府,2,ヨーロッパ州,220,イタリア,R,サービス業（他に分類されないもの）,2
2013,26,京都府,2,ヨーロッパ州,222,フィンランド,E,製造業,2
2013,26,京都府,2,ヨーロッパ州,223,ポーランド,E,製造業,1
2013,26,京都府,2,ヨーロッパ州,224,ロシア,E,製造業,1
2013,26,京都府,2,ヨーロッパ州,224,ロシア,I,卸売業，小売業,2
2013,26,京都府,2,ヨーロッパ州,225,オーストリア,I,卸売業，小売業,1
2013,26,京都府,2,ヨーロッパ州,245,チェコ,E,製造業,1
2013,26,京都府,3,北アメリカ州,302,カナダ,E,製造業,2
2013,26,京都府,3,北アメリカ州,302,カナダ,G,情報通信業,1
2013,26,京都府,3,北アメリカ州,302,カナダ,I,卸売業，小売業,1
2013,26,京都府,3,北アメリカ州,302,カナダ,L,学術研究，専門・技術サービス業,1
2013,26,京都府,3,北アメリカ州,304,アメリカ合衆国,E,製造業,29
2013,26,京都府,3,北アメリカ州,304,アメリカ合衆国,G,情報通信業,4
2013,26,京都府,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,26
2013,26,京都府,3,北アメリカ州,304,アメリカ合衆国,J,金融業，保険業,1
2013,26,京都府,3,北アメリカ州,304,アメリカ合衆国,K,不動産業，物品賃貸業,2
2013,26,京都府,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,8
2013,26,京都府,3,北アメリカ州,304,アメリカ合衆国,N,生活関連サービス業，娯楽業,1
2013,26,京都府,3,北アメリカ州,304,アメリカ合衆国,O,教育，学習支援業,1
2013,26,京都府,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,4
2013,26,京都府,3,北アメリカ州,305,メキシコ,E,製造業,3
2013,26,京都府,3,北アメリカ州,328,ケイマン諸島(英),E,製造業,1
2013,26,京都府,3,北アメリカ州,328,ケイマン諸島(英),L,学術研究，専門・技術サービス業,1
2013,26,京都府,4,南アメリカ州,410,ブラジル,E,製造業,3
2013,26,京都府,4,南アメリカ州,410,ブラジル,I,卸売業，小売業,3
2013,26,京都府,6,大洋州,601,オーストラリア,E,製造業,1
2013,26,京都府,6,大洋州,601,オーストラリア,I,卸売業，小売業,5
2013,26,京都府,6,大洋州,601,オーストラリア,N,生活関連サービス業，娯楽業,1
2013,26,京都府,6,大洋州,606,ニュージーランド,I,卸売業，小売業,1
2013,26,京都府,6,大洋州,627,北マリアナ諸島(米),N,生活関連サービス業，娯楽業,2
2013,27,大阪府,1,アジア州,103,大韓民国,D,建設業,1
2013,27,大阪府,1,アジア州,103,大韓民国,E,製造業,55
2013,27,大阪府,1,アジア州,103,大韓民国,H,運輸業，郵便業,3
2013,27,大阪府,1,アジア州,103,大韓民国,I,卸売業，小売業,48
2013,27,大阪府,1,アジア州,103,大韓民国,L,学術研究，専門・技術サービス業,6
2013,27,大阪府,1,アジア州,103,大韓民国,M,宿泊業，飲食サービス業,2
2013,27,大阪府,1,アジア州,103,大韓民国,N,生活関連サービス業，娯楽業,1
2013,27,大阪府,1,アジア州,103,大韓民国,R,サービス業（他に分類されないもの）,1
2013,27,大阪府,1,アジア州,105,中華人民共和国,C,鉱業，採石業，砂利採取業,1
2013,27,大阪府,1,アジア州,105,中華人民共和国,D,建設業,12
2013,27,大阪府,1,アジア州,105,中華人民共和国,E,製造業,649
2013,27,大阪府,1,アジア州,105,中華人民共和国,G,情報通信業,15
2013,27,大阪府,1,アジア州,105,中華人民共和国,H,運輸業，郵便業,31
2013,27,大阪府,1,アジア州,105,中華人民共和国,I,卸売業，小売業,288
2013,27,大阪府,1,アジア州,105,中華人民共和国,K,不動産業，物品賃貸業,15
2013,27,大阪府,1,アジア州,105,中華人民共和国,L,学術研究，専門・技術サービス業,30
2013,27,大阪府,1,アジア州,105,中華人民共和国,M,宿泊業，飲食サービス業,3
2013,27,大阪府,1,アジア州,105,中華人民共和国,N,生活関連サービス業，娯楽業,1
2013,27,大阪府,1,アジア州,105,中華人民共和国,O,教育，学習支援業,3
2013,27,大阪府,1,アジア州,105,中華人民共和国,R,サービス業（他に分類されないもの）,12
2013,27,大阪府,1,アジア州,106,台湾,D,建設業,3
2013,27,大阪府,1,アジア州,106,台湾,E,製造業,62
2013,27,大阪府,1,アジア州,106,台湾,G,情報通信業,1
2013,27,大阪府,1,アジア州,106,台湾,H,運輸業，郵便業,2
2013,27,大阪府,1,アジア州,106,台湾,I,卸売業，小売業,55
2013,27,大阪府,1,アジア州,106,台湾,K,不動産業，物品賃貸業,1
2013,27,大阪府,1,アジア州,106,台湾,L,学術研究，専門・技術サービス業,3
2013,27,大阪府,1,アジア州,106,台湾,M,宿泊業，飲食サービス業,2
2013,27,大阪府,1,アジア州,108,香港,D,建設業,1
2013,27,大阪府,1,アジア州,108,香港,E,製造業,30
2013,27,大阪府,1,アジア州,108,香港,H,運輸業，郵便業,8
2013,27,大阪府,1,アジア州,108,香港,I,卸売業，小売業,115
2013,27,大阪府,1,アジア州,108,香港,J,金融業，保険業,1
2013,27,大阪府,1,アジア州,108,香港,K,不動産業，物品賃貸業,2
2013,27,大阪府,1,アジア州,108,香港,L,学術研究，専門・技術サービス業,4
2013,27,大阪府,1,アジア州,108,香港,M,宿泊業，飲食サービス業,1
2013,27,大阪府,1,アジア州,108,香港,N,生活関連サービス業，娯楽業,1
2013,27,大阪府,1,アジア州,108,香港,O,教育，学習支援業,2
2013,27,大阪府,1,アジア州,108,香港,R,サービス業（他に分類されないもの）,3
2013,27,大阪府,1,アジア州,110,ベトナム,D,建設業,1
2013,27,大阪府,1,アジア州,110,ベトナム,E,製造業,48
2013,27,大阪府,1,アジア州,110,ベトナム,G,情報通信業,1
2013,27,大阪府,1,アジア州,110,ベトナム,H,運輸業，郵便業,4
2013,27,大阪府,1,アジア州,110,ベトナム,I,卸売業，小売業,17
2013,27,大阪府,1,アジア州,110,ベトナム,L,学術研究，専門・技術サービス業,5
2013,27,大阪府,1,アジア州,110,ベトナム,O,教育，学習支援業,1
2013,27,大阪府,1,アジア州,110,ベトナム,R,サービス業（他に分類されないもの）,2
2013,27,大阪府,1,アジア州,111,タイ,D,建設業,8
2013,27,大阪府,1,アジア州,111,タイ,E,製造業,154
2013,27,大阪府,1,アジア州,111,タイ,F,電気・ガス・熱供給・水道業,2
2013,27,大阪府,1,アジア州,111,タイ,G,情報通信業,1
2013,27,大阪府,1,アジア州,111,タイ,H,運輸業，郵便業,7
2013,27,大阪府,1,アジア州,111,タイ,I,卸売業，小売業,91
2013,27,大阪府,1,アジア州,111,タイ,J,金融業，保険業,1
2013,27,大阪府,1,アジア州,111,タイ,K,不動産業，物品賃貸業,2
2013,27,大阪府,1,アジア州,111,タイ,L,学術研究，専門・技術サービス業,4
2013,27,大阪府,1,アジア州,111,タイ,O,教育，学習支援業,1
2013,27,大阪府,1,アジア州,111,タイ,R,サービス業（他に分類されないもの）,3
2013,27,大阪府,1,アジア州,112,シンガポール,D,建設業,2
2013,27,大阪府,1,アジア州,112,シンガポール,E,製造業,35
2013,27,大阪府,1,アジア州,112,シンガポール,G,情報通信業,2
2013,27,大阪府,1,アジア州,112,シンガポール,H,運輸業，郵便業,8
2013,27,大阪府,1,アジア州,112,シンガポール,I,卸売業，小売業,74
2013,27,大阪府,1,アジア州,112,シンガポール,L,学術研究，専門・技術サービス業,5
2013,27,大阪府,1,アジア州,112,シンガポール,O,教育，学習支援業,2
2013,27,大阪府,1,アジア州,112,シンガポール,R,サービス業（他に分類されないもの）,3
2013,27,大阪府,1,アジア州,113,マレーシア,D,建設業,4
2013,27,大阪府,1,アジア州,113,マレーシア,E,製造業,74
2013,27,大阪府,1,アジア州,113,マレーシア,G,情報通信業,1
2013,27,大阪府,1,アジア州,113,マレーシア,H,運輸業，郵便業,3
2013,27,大阪府,1,アジア州,113,マレーシア,I,卸売業，小売業,26
2013,27,大阪府,1,アジア州,113,マレーシア,J,金融業，保険業,1
2013,27,大阪府,1,アジア州,113,マレーシア,L,学術研究，専門・技術サービス業,2
2013,27,大阪府,1,アジア州,117,フィリピン,D,建設業,3
2013,27,大阪府,1,アジア州,117,フィリピン,E,製造業,24
2013,27,大阪府,1,アジア州,117,フィリピン,G,情報通信業,1
2013,27,大阪府,1,アジア州,117,フィリピン,H,運輸業，郵便業,2
2013,27,大阪府,1,アジア州,117,フィリピン,I,卸売業，小売業,14
2013,27,大阪府,1,アジア州,117,フィリピン,K,不動産業，物品賃貸業,3
2013,27,大阪府,1,アジア州,117,フィリピン,L,学術研究，専門・技術サービス業,1
2013,27,大阪府,1,アジア州,117,フィリピン,O,教育，学習支援業,1
2013,27,大阪府,1,アジア州,118,インドネシア,D,建設業,5
2013,27,大阪府,1,アジア州,118,インドネシア,E,製造業,82
2013,27,大阪府,1,アジア州,118,インドネシア,H,運輸業，郵便業,4
2013,27,大阪府,1,アジア州,118,インドネシア,I,卸売業，小売業,22
2013,27,大阪府,1,アジア州,118,インドネシア,M,宿泊業，飲食サービス業,1
2013,27,大阪府,1,アジア州,118,インドネシア,O,教育，学習支援業,1
2013,27,大阪府,1,アジア州,120,カンボジア,E,製造業,1
2013,27,大阪府,1,アジア州,121,ラオス,E,製造業,1
2013,27,大阪府,1,アジア州,122,ミャンマー,H,運輸業，郵便業,1
2013,27,大阪府,1,アジア州,123,インド,D,建設業,1
2013,27,大阪府,1,アジア州,123,インド,E,製造業,33
2013,27,大阪府,1,アジア州,123,インド,G,情報通信業,1
2013,27,大阪府,1,アジア州,123,インド,H,運輸業，郵便業,3
2013,27,大阪府,1,アジア州,123,インド,I,卸売業，小売業,18
2013,27,大阪府,1,アジア州,123,インド,L,学術研究，専門・技術サービス業,1
2013,27,大阪府,1,アジア州,123,インド,O,教育，学習支援業,1
2013,27,大阪府,1,アジア州,124,パキスタン,I,卸売業，小売業,1
2013,27,大阪府,1,アジア州,127,バングラデシュ,E,製造業,2
2013,27,大阪府,1,アジア州,127,バングラデシュ,H,運輸業，郵便業,1
2013,27,大阪府,1,アジア州,137,サウジアラビア,D,建設業,1
2013,27,大阪府,1,アジア州,137,サウジアラビア,H,運輸業，郵便業,1
2013,27,大阪府,1,アジア州,137,サウジアラビア,I,卸売業，小売業,1
2013,27,大阪府,1,アジア州,137,サウジアラビア,R,サービス業（他に分類されないもの）,1
2013,27,大阪府,1,アジア州,140,カタール,O,教育，学習支援業,1
2013,27,大阪府,1,アジア州,147,アラブ首長国連邦,E,製造業,1
2013,27,大阪府,1,アジア州,147,アラブ首長国連邦,I,卸売業，小売業,4
2013,27,大阪府,1,アジア州,199,その他の中東,I,卸売業，小売業,1
2013,27,大阪府,2,ヨーロッパ州,203,スウェーデン,E,製造業,1
2013,27,大阪府,2,ヨーロッパ州,203,スウェーデン,I,卸売業，小売業,6
2013,27,大阪府,2,ヨーロッパ州,203,スウェーデン,L,学術研究，専門・技術サービス業,1
2013,27,大阪府,2,ヨーロッパ州,204,デンマーク,I,卸売業，小売業,1
2013,27,大阪府,2,ヨーロッパ州,205,英国,D,建設業,1
2013,27,大阪府,2,ヨーロッパ州,205,英国,E,製造業,22
2013,27,大阪府,2,ヨーロッパ州,205,英国,G,情報通信業,1
2013,27,大阪府,2,ヨーロッパ州,205,英国,H,運輸業，郵便業,1
2013,27,大阪府,2,ヨーロッパ州,205,英国,I,卸売業，小売業,28
2013,27,大阪府,2,ヨーロッパ州,205,英国,J,金融業，保険業,4
2013,27,大阪府,2,ヨーロッパ州,205,英国,K,不動産業，物品賃貸業,1
2013,27,大阪府,2,ヨーロッパ州,205,英国,L,学術研究，専門・技術サービス業,6
2013,27,大阪府,2,ヨーロッパ州,205,英国,O,教育，学習支援業,1
2013,27,大阪府,2,ヨーロッパ州,206,アイルランド,E,製造業,2
2013,27,大阪府,2,ヨーロッパ州,207,オランダ,E,製造業,8
2013,27,大阪府,2,ヨーロッパ州,207,オランダ,G,情報通信業,1
2013,27,大阪府,2,ヨーロッパ州,207,オランダ,H,運輸業，郵便業,1
2013,27,大阪府,2,ヨーロッパ州,207,オランダ,I,卸売業，小売業,10
2013,27,大阪府,2,ヨーロッパ州,207,オランダ,J,金融業，保険業,3
2013,27,大阪府,2,ヨーロッパ州,207,オランダ,L,学術研究，専門・技術サービス業,6
2013,27,大阪府,2,ヨーロッパ州,207,オランダ,R,サービス業（他に分類されないもの）,1
2013,27,大阪府,2,ヨーロッパ州,208,ベルギー,E,製造業,9
2013,27,大阪府,2,ヨーロッパ州,208,ベルギー,I,卸売業，小売業,6
2013,27,大阪府,2,ヨーロッパ州,208,ベルギー,L,学術研究，専門・技術サービス業,1
2013,27,大阪府,2,ヨーロッパ州,210,フランス,E,製造業,12
2013,27,大阪府,2,ヨーロッパ州,210,フランス,I,卸売業，小売業,17
2013,27,大阪府,2,ヨーロッパ州,210,フランス,J,金融業，保険業,2
2013,27,大阪府,2,ヨーロッパ州,210,フランス,K,不動産業，物品賃貸業,1
2013,27,大阪府,2,ヨーロッパ州,213,ドイツ,D,建設業,2
2013,27,大阪府,2,ヨーロッパ州,213,ドイツ,E,製造業,24
2013,27,大阪府,2,ヨーロッパ州,213,ドイツ,G,情報通信業,1
2013,27,大阪府,2,ヨーロッパ州,213,ドイツ,H,運輸業，郵便業,3
2013,27,大阪府,2,ヨーロッパ州,213,ドイツ,I,卸売業，小売業,43
2013,27,大阪府,2,ヨーロッパ州,213,ドイツ,L,学術研究，専門・技術サービス業,1
2013,27,大阪府,2,ヨーロッパ州,213,ドイツ,O,教育，学習支援業,1
2013,27,大阪府,2,ヨーロッパ州,213,ドイツ,R,サービス業（他に分類されないもの）,1
