集計年,都道府県コード,都道府県名,地域コード,地域名,国コード,国名,産業大分類コード,産業大分類名,現地法人企業数_増減率（％）
2008,13,東京都,2,ヨーロッパ州,215,スイス,E,製造業,-0.3333
2008,13,東京都,2,ヨーロッパ州,215,スイス,H,運輸業，郵便業,0.0000
2008,13,東京都,2,ヨーロッパ州,215,スイス,I,卸売業，小売業,-0.0588
2008,13,東京都,2,ヨーロッパ州,215,スイス,J,金融業，保険業,0.0000
2008,13,東京都,2,ヨーロッパ州,215,スイス,L,学術研究，専門・技術サービス業,0.0000
2008,13,東京都,2,ヨーロッパ州,215,スイス,N,生活関連サービス業，娯楽業,-
2008,13,東京都,2,ヨーロッパ州,217,ポルトガル,E,製造業,0.1667
2008,13,東京都,2,ヨーロッパ州,217,ポルトガル,H,運輸業，郵便業,0.0000
2008,13,東京都,2,ヨーロッパ州,217,ポルトガル,I,卸売業，小売業,-0.2500
2008,13,東京都,2,ヨーロッパ州,217,ポルトガル,R,サービス業（他に分類されないもの）,0.0000
2008,13,東京都,2,ヨーロッパ州,218,スペイン,B,漁業,0.0000
2008,13,東京都,2,ヨーロッパ州,218,スペイン,E,製造業,-0.2069
2008,13,東京都,2,ヨーロッパ州,218,スペイン,F,電気・ガス・熱供給・水道業,-
2008,13,東京都,2,ヨーロッパ州,218,スペイン,G,情報通信業,0.0000
2008,13,東京都,2,ヨーロッパ州,218,スペイン,H,運輸業，郵便業,-0.2000
2008,13,東京都,2,ヨーロッパ州,218,スペイン,I,卸売業，小売業,0.0476
2008,13,東京都,2,ヨーロッパ州,218,スペイン,L,学術研究，専門・技術サービス業,0.0000
2008,13,東京都,2,ヨーロッパ州,218,スペイン,N,生活関連サービス業，娯楽業,0.5000
2008,13,東京都,2,ヨーロッパ州,218,スペイン,R,サービス業（他に分類されないもの）,0.0000
2008,13,東京都,2,ヨーロッパ州,220,イタリア,E,製造業,-0.2692
2008,13,東京都,2,ヨーロッパ州,220,イタリア,G,情報通信業,0.0000
2008,13,東京都,2,ヨーロッパ州,220,イタリア,H,運輸業，郵便業,0.0000
2008,13,東京都,2,ヨーロッパ州,220,イタリア,I,卸売業，小売業,-0.0294
2008,13,東京都,2,ヨーロッパ州,220,イタリア,J,金融業，保険業,0.0000
2008,13,東京都,2,ヨーロッパ州,220,イタリア,L,学術研究，専門・技術サービス業,0.0000
2008,13,東京都,2,ヨーロッパ州,220,イタリア,M,宿泊業，飲食サービス業,-
2008,13,東京都,2,ヨーロッパ州,220,イタリア,N,生活関連サービス業，娯楽業,2.0000
2008,13,東京都,2,ヨーロッパ州,220,イタリア,R,サービス業（他に分類されないもの）,-
2008,13,東京都,2,ヨーロッパ州,222,フィンランド,E,製造業,0.0000
2008,13,東京都,2,ヨーロッパ州,222,フィンランド,G,情報通信業,0.0000
2008,13,東京都,2,ヨーロッパ州,222,フィンランド,H,運輸業，郵便業,0.0000
2008,13,東京都,2,ヨーロッパ州,222,フィンランド,I,卸売業，小売業,0.0000
2008,13,東京都,2,ヨーロッパ州,222,フィンランド,R,サービス業（他に分類されないもの）,-
2008,13,東京都,2,ヨーロッパ州,223,ポーランド,E,製造業,-0.1818
2008,13,東京都,2,ヨーロッパ州,223,ポーランド,G,情報通信業,-
2008,13,東京都,2,ヨーロッパ州,223,ポーランド,H,運輸業，郵便業,0.0000
2008,13,東京都,2,ヨーロッパ州,223,ポーランド,I,卸売業，小売業,0.0000
2008,13,東京都,2,ヨーロッパ州,223,ポーランド,K,不動産業，物品賃貸業,0.0000
2008,13,東京都,2,ヨーロッパ州,224,ロシア,E,製造業,0.5000
2008,13,東京都,2,ヨーロッパ州,224,ロシア,H,運輸業，郵便業,0.2500
2008,13,東京都,2,ヨーロッパ州,224,ロシア,I,卸売業，小売業,0.3182
2008,13,東京都,2,ヨーロッパ州,224,ロシア,K,不動産業，物品賃貸業,0.0000
2008,13,東京都,2,ヨーロッパ州,224,ロシア,L,学術研究，専門・技術サービス業,-
2008,13,東京都,2,ヨーロッパ州,224,ロシア,R,サービス業（他に分類されないもの）,0.0000
2008,13,東京都,2,ヨーロッパ州,225,オーストリア,E,製造業,-0.1667
2008,13,東京都,2,ヨーロッパ州,225,オーストリア,G,情報通信業,-
2008,13,東京都,2,ヨーロッパ州,225,オーストリア,H,運輸業，郵便業,0.0000
2008,13,東京都,2,ヨーロッパ州,225,オーストリア,I,卸売業，小売業,0.1429
2008,13,東京都,2,ヨーロッパ州,225,オーストリア,N,生活関連サービス業，娯楽業,1.0000
2008,13,東京都,2,ヨーロッパ州,227,ハンガリー,D,建設業,0.0000
2008,13,東京都,2,ヨーロッパ州,227,ハンガリー,E,製造業,0.1667
2008,13,東京都,2,ヨーロッパ州,227,ハンガリー,G,情報通信業,-
2008,13,東京都,2,ヨーロッパ州,227,ハンガリー,H,運輸業，郵便業,0.0000
2008,13,東京都,2,ヨーロッパ州,227,ハンガリー,I,卸売業，小売業,0.1000
2008,13,東京都,2,ヨーロッパ州,227,ハンガリー,J,金融業，保険業,0.0000
2008,13,東京都,2,ヨーロッパ州,227,ハンガリー,R,サービス業（他に分類されないもの）,-
2008,13,東京都,2,ヨーロッパ州,230,ギリシャ,E,製造業,-0.3333
2008,13,東京都,2,ヨーロッパ州,230,ギリシャ,G,情報通信業,-
2008,13,東京都,2,ヨーロッパ州,230,ギリシャ,I,卸売業，小売業,0.3333
2008,13,東京都,2,ヨーロッパ州,231,ルーマニア,E,製造業,1.0000
2008,13,東京都,2,ヨーロッパ州,231,ルーマニア,G,情報通信業,-
2008,13,東京都,2,ヨーロッパ州,231,ルーマニア,I,卸売業，小売業,0.5000
2008,13,東京都,2,ヨーロッパ州,234,トルコ,A,農業，林業,0.0000
2008,13,東京都,2,ヨーロッパ州,234,トルコ,E,製造業,0.0000
2008,13,東京都,2,ヨーロッパ州,234,トルコ,H,運輸業，郵便業,0.0000
2008,13,東京都,2,ヨーロッパ州,234,トルコ,I,卸売業，小売業,-0.2500
2008,13,東京都,2,ヨーロッパ州,235,エストニア,I,卸売業，小売業,-
2008,13,東京都,2,ヨーロッパ州,236,ラトビア,I,卸売業，小売業,0.0000
2008,13,東京都,2,ヨーロッパ州,237,リトアニア,I,卸売業，小売業,0.0000
2008,13,東京都,2,ヨーロッパ州,242,スロベニア,I,卸売業，小売業,0.0000
2008,13,東京都,2,ヨーロッパ州,242,スロベニア,J,金融業，保険業,0.0000
2008,13,東京都,2,ヨーロッパ州,245,チェコ,E,製造業,0.2000
2008,13,東京都,2,ヨーロッパ州,245,チェコ,G,情報通信業,-
2008,13,東京都,2,ヨーロッパ州,245,チェコ,H,運輸業，郵便業,0.3333
2008,13,東京都,2,ヨーロッパ州,245,チェコ,I,卸売業，小売業,0.0000
2008,13,東京都,2,ヨーロッパ州,245,チェコ,N,生活関連サービス業，娯楽業,-
2008,13,東京都,2,ヨーロッパ州,246,スロバキア,E,製造業,0.0000
2008,13,東京都,2,ヨーロッパ州,246,スロバキア,G,情報通信業,0.0000
2008,13,東京都,2,ヨーロッパ州,246,スロバキア,I,卸売業，小売業,0.0000
2008,13,東京都,2,ヨーロッパ州,246,スロバキア,J,金融業，保険業,0.0000
2008,13,東京都,2,ヨーロッパ州,299,その他のヨーロッパ,E,製造業,-
2008,13,東京都,2,ヨーロッパ州,299,その他のヨーロッパ,F,電気・ガス・熱供給・水道業,0.0000
2008,13,東京都,2,ヨーロッパ州,299,その他のヨーロッパ,H,運輸業，郵便業,-
2008,13,東京都,2,ヨーロッパ州,299,その他のヨーロッパ,I,卸売業，小売業,-0.1111
2008,13,東京都,2,ヨーロッパ州,299,その他のヨーロッパ,J,金融業，保険業,0.0000
2008,13,東京都,3,北アメリカ州,302,カナダ,C,鉱業，採石業，砂利採取業,-0.2500
2008,13,東京都,3,北アメリカ州,302,カナダ,E,製造業,-0.2895
2008,13,東京都,3,北アメリカ州,302,カナダ,F,電気・ガス・熱供給・水道業,0.0000
2008,13,東京都,3,北アメリカ州,302,カナダ,G,情報通信業,0.0000
2008,13,東京都,3,北アメリカ州,302,カナダ,H,運輸業，郵便業,-0.1000
2008,13,東京都,3,北アメリカ州,302,カナダ,I,卸売業，小売業,0.0870
2008,13,東京都,3,北アメリカ州,302,カナダ,J,金融業，保険業,-0.2000
2008,13,東京都,3,北アメリカ州,302,カナダ,K,不動産業，物品賃貸業,0.0000
2008,13,東京都,3,北アメリカ州,302,カナダ,L,学術研究，専門・技術サービス業,0.0000
2008,13,東京都,3,北アメリカ州,302,カナダ,M,宿泊業，飲食サービス業,0.0000
2008,13,東京都,3,北アメリカ州,302,カナダ,N,生活関連サービス業，娯楽業,1.5000
2008,13,東京都,3,北アメリカ州,302,カナダ,R,サービス業（他に分類されないもの）,0.5000
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,A,農業，林業,0.0000
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,C,鉱業，採石業，砂利採取業,-0.0667
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,D,建設業,-0.1739
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,E,製造業,-0.1259
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,F,電気・ガス・熱供給・水道業,-0.0577
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,G,情報通信業,0.0682
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,H,運輸業，郵便業,-0.0571
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,I,卸売業，小売業,0.0660
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,J,金融業，保険業,-0.0390
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,K,不動産業，物品賃貸業,0.0000
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,L,学術研究，専門・技術サービス業,0.9535
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,M,宿泊業，飲食サービス業,-0.1053
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,N,生活関連サービス業，娯楽業,0.4500
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,O,教育，学習支援業,-0.5000
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,P,医療，福祉,0.0000
2008,13,東京都,3,北アメリカ州,304,アメリカ合衆国,R,サービス業（他に分類されないもの）,0.5833
2008,13,東京都,3,北アメリカ州,305,メキシコ,C,鉱業，採石業，砂利採取業,0.0000
2008,13,東京都,3,北アメリカ州,305,メキシコ,D,建設業,-0.5000
2008,13,東京都,3,北アメリカ州,305,メキシコ,E,製造業,-0.0769
2008,13,東京都,3,北アメリカ州,305,メキシコ,F,電気・ガス・熱供給・水道業,0.5000
2008,13,東京都,3,北アメリカ州,305,メキシコ,H,運輸業，郵便業,0.0000
2008,13,東京都,3,北アメリカ州,305,メキシコ,I,卸売業，小売業,0.1250
2008,13,東京都,3,北アメリカ州,305,メキシコ,J,金融業，保険業,0.0000
2008,13,東京都,3,北アメリカ州,305,メキシコ,K,不動産業，物品賃貸業,0.0000
2008,13,東京都,3,北アメリカ州,305,メキシコ,L,学術研究，専門・技術サービス業,1.0000
2008,13,東京都,3,北アメリカ州,305,メキシコ,M,宿泊業，飲食サービス業,2.0000
2008,13,東京都,3,北アメリカ州,305,メキシコ,R,サービス業（他に分類されないもの）,1.2500
2008,13,東京都,3,北アメリカ州,306,グアテマラ,E,製造業,-
2008,13,東京都,3,北アメリカ州,306,グアテマラ,L,学術研究，専門・技術サービス業,-
2008,13,東京都,3,北アメリカ州,307,ホンジュラス,E,製造業,0.0000
2008,13,東京都,3,北アメリカ州,309,エルサルバドル,E,製造業,0.0000
2008,13,東京都,3,北アメリカ州,311,コスタリカ,E,製造業,-0.3333
2008,13,東京都,3,北アメリカ州,311,コスタリカ,L,学術研究，専門・技術サービス業,-
2008,13,東京都,3,北アメリカ州,312,パナマ,E,製造業,0.0000
2008,13,東京都,3,北アメリカ州,312,パナマ,H,運輸業，郵便業,-0.1452
2008,13,東京都,3,北アメリカ州,312,パナマ,I,卸売業，小売業,-0.1429
2008,13,東京都,3,北アメリカ州,312,パナマ,J,金融業，保険業,0.0952
2008,13,東京都,3,北アメリカ州,312,パナマ,K,不動産業，物品賃貸業,0.0556
2008,13,東京都,3,北アメリカ州,312,パナマ,L,学術研究，専門・技術サービス業,0.0000
2008,13,東京都,3,北アメリカ州,314,バーミュダ(英),H,運輸業，郵便業,-0.3333
2008,13,東京都,3,北アメリカ州,314,バーミュダ(英),J,金融業，保険業,0.0000
2008,13,東京都,3,北アメリカ州,314,バーミュダ(英),K,不動産業，物品賃貸業,-0.3333
2008,13,東京都,3,北アメリカ州,315,バハマ,H,運輸業，郵便業,0.0000
2008,13,東京都,3,北アメリカ州,315,バハマ,I,卸売業，小売業,0.0000
2008,13,東京都,3,北アメリカ州,316,ジャマイカ,A,農業，林業,0.0000
2008,13,東京都,3,北アメリカ州,316,ジャマイカ,I,卸売業，小売業,0.0000
2008,13,東京都,3,北アメリカ州,320,トリニダード・トバゴ,C,鉱業，採石業，砂利採取業,0.0000
2008,13,東京都,3,北アメリカ州,320,トリニダード・トバゴ,E,製造業,0.0000
2008,13,東京都,3,北アメリカ州,323,ドミニカ共和国,E,製造業,0.0000
2008,13,東京都,3,北アメリカ州,323,ドミニカ共和国,L,学術研究，専門・技術サービス業,1.0000
2008,13,東京都,3,北アメリカ州,324,プエルトリコ(米),I,卸売業，小売業,0.0000
2008,13,東京都,3,北アメリカ州,326,蘭領アンティール,L,学術研究，専門・技術サービス業,-
2008,13,東京都,3,北アメリカ州,328,ケイマン諸島(英),C,鉱業，採石業，砂利採取業,0.0000
2008,13,東京都,3,北アメリカ州,328,ケイマン諸島(英),E,製造業,-0.5000
2008,13,東京都,3,北アメリカ州,328,ケイマン諸島(英),F,電気・ガス・熱供給・水道業,0.0000
2008,13,東京都,3,北アメリカ州,328,ケイマン諸島(英),G,情報通信業,1.0000
2008,13,東京都,3,北アメリカ州,328,ケイマン諸島(英),H,運輸業，郵便業,0.0000
2008,13,東京都,3,北アメリカ州,328,ケイマン諸島(英),I,卸売業，小売業,0.6667
2008,13,東京都,3,北アメリカ州,328,ケイマン諸島(英),J,金融業，保険業,0.1250
2008,13,東京都,3,北アメリカ州,328,ケイマン諸島(英),K,不動産業，物品賃貸業,-0.4000
2008,13,東京都,3,北アメリカ州,328,ケイマン諸島(英),R,サービス業（他に分類されないもの）,-
2008,13,東京都,3,北アメリカ州,332,英領ヴァージン諸島,C,鉱業，採石業，砂利採取業,0.5000
2008,13,東京都,3,北アメリカ州,332,英領ヴァージン諸島,E,製造業,-
2008,13,東京都,3,北アメリカ州,332,英領ヴァージン諸島,G,情報通信業,-
2008,13,東京都,3,北アメリカ州,332,英領ヴァージン諸島,I,卸売業，小売業,0.0000
2008,13,東京都,3,北アメリカ州,332,英領ヴァージン諸島,K,不動産業，物品賃貸業,-
2008,13,東京都,3,北アメリカ州,332,英領ヴァージン諸島,L,学術研究，専門・技術サービス業,-0.5000
2008,13,東京都,3,北アメリカ州,332,英領ヴァージン諸島,R,サービス業（他に分類されないもの）,-0.5000
2008,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,A,農業，林業,0.0000
2008,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,E,製造業,-0.5000
2008,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,G,情報通信業,-0.3333
2008,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,I,卸売業，小売業,-0.6667
2008,13,東京都,3,北アメリカ州,399,その他の北アメリカ州,J,金融業，保険業,0.0000
2008,13,東京都,4,南アメリカ州,401,コロンビア,E,製造業,-0.2000
2008,13,東京都,4,南アメリカ州,401,コロンビア,I,卸売業，小売業,0.2000
2008,13,東京都,4,南アメリカ州,402,ベネズエラ,C,鉱業，採石業，砂利採取業,0.2500
2008,13,東京都,4,南アメリカ州,402,ベネズエラ,D,建設業,0.0000
2008,13,東京都,4,南アメリカ州,402,ベネズエラ,E,製造業,-0.2222
2008,13,東京都,4,南アメリカ州,402,ベネズエラ,I,卸売業，小売業,0.3333
2008,13,東京都,4,南アメリカ州,402,ベネズエラ,L,学術研究，専門・技術サービス業,0.0000
2008,13,東京都,4,南アメリカ州,402,ベネズエラ,R,サービス業（他に分類されないもの）,0.0000
2008,13,東京都,4,南アメリカ州,406,エクアドル,I,卸売業，小売業,0.0000
2008,13,東京都,4,南アメリカ州,406,エクアドル,L,学術研究，専門・技術サービス業,0.0000
2008,13,東京都,4,南アメリカ州,407,ペルー,B,漁業,-
2008,13,東京都,4,南アメリカ州,407,ペルー,C,鉱業，採石業，砂利採取業,2.0000
2008,13,東京都,4,南アメリカ州,407,ペルー,E,製造業,0.0000
2008,13,東京都,4,南アメリカ州,407,ペルー,F,電気・ガス・熱供給・水道業,0.0000
2008,13,東京都,4,南アメリカ州,407,ペルー,H,運輸業，郵便業,0.0000
2008,13,東京都,4,南アメリカ州,407,ペルー,I,卸売業，小売業,0.0000
2008,13,東京都,4,南アメリカ州,407,ペルー,L,学術研究，専門・技術サービス業,0.0000
2008,13,東京都,4,南アメリカ州,408,ボリビア,E,製造業,0.0000
2008,13,東京都,4,南アメリカ州,408,ボリビア,H,運輸業，郵便業,0.0000
2008,13,東京都,4,南アメリカ州,408,ボリビア,L,学術研究，専門・技術サービス業,0.0000
2008,13,東京都,4,南アメリカ州,409,チリ,A,農業，林業,-0.3333
2008,13,東京都,4,南アメリカ州,409,チリ,B,漁業,0.0000
2008,13,東京都,4,南アメリカ州,409,チリ,C,鉱業，採石業，砂利採取業,-0.2000
2008,13,東京都,4,南アメリカ州,409,チリ,E,製造業,-0.1250
2008,13,東京都,4,南アメリカ州,409,チリ,F,電気・ガス・熱供給・水道業,0.0000
2008,13,東京都,4,南アメリカ州,409,チリ,H,運輸業，郵便業,0.0000
2008,13,東京都,4,南アメリカ州,409,チリ,I,卸売業，小売業,0.0833
2008,13,東京都,4,南アメリカ州,409,チリ,J,金融業，保険業,0.0000
2008,13,東京都,4,南アメリカ州,410,ブラジル,A,農業，林業,0.0000
2008,13,東京都,4,南アメリカ州,410,ブラジル,C,鉱業，採石業，砂利採取業,0.0000
2008,13,東京都,4,南アメリカ州,410,ブラジル,D,建設業,-0.2500
2008,13,東京都,4,南アメリカ州,410,ブラジル,E,製造業,0.0000
2008,13,東京都,4,南アメリカ州,410,ブラジル,G,情報通信業,0.0000
2008,13,東京都,4,南アメリカ州,410,ブラジル,H,運輸業，郵便業,0.0000
2008,13,東京都,4,南アメリカ州,410,ブラジル,I,卸売業，小売業,-0.0588
2008,13,東京都,4,南アメリカ州,410,ブラジル,J,金融業，保険業,0.2500
2008,13,東京都,4,南アメリカ州,410,ブラジル,K,不動産業，物品賃貸業,0.6667
2008,13,東京都,4,南アメリカ州,410,ブラジル,L,学術研究，専門・技術サービス業,1.0000
2008,13,東京都,4,南アメリカ州,410,ブラジル,O,教育，学習支援業,0.0000
2008,13,東京都,4,南アメリカ州,410,ブラジル,R,サービス業（他に分類されないもの）,0.0000
2008,13,東京都,4,南アメリカ州,411,パラグアイ,E,製造業,0.0000
2008,13,東京都,4,南アメリカ州,411,パラグアイ,G,情報通信業,0.0000
2008,13,東京都,4,南アメリカ州,411,パラグアイ,L,学術研究，専門・技術サービス業,0.0000
2008,13,東京都,4,南アメリカ州,412,ウルグアイ,I,卸売業，小売業,0.0000
2008,13,東京都,4,南アメリカ州,413,アルゼンチン,B,漁業,0.0000
2008,13,東京都,4,南アメリカ州,413,アルゼンチン,E,製造業,-0.2857
2008,13,東京都,4,南アメリカ州,413,アルゼンチン,I,卸売業，小売業,0.1250
2008,13,東京都,4,南アメリカ州,413,アルゼンチン,L,学術研究，専門・技術サービス業,1.0000
2008,13,東京都,5,アフリカ州,501,モロッコ,E,製造業,0.5000
2008,13,東京都,5,アフリカ州,504,チュニジア,E,製造業,0.0000
2008,13,東京都,5,アフリカ州,504,チュニジア,I,卸売業，小売業,0.0000
2008,13,東京都,5,アフリカ州,506,エジプト,C,鉱業，採石業，砂利採取業,0.0000
2008,13,東京都,5,アフリカ州,506,エジプト,E,製造業,-0.2000
2008,13,東京都,5,アフリカ州,506,エジプト,G,情報通信業,-
2008,13,東京都,5,アフリカ州,506,エジプト,H,運輸業，郵便業,0.0000
2008,13,東京都,5,アフリカ州,506,エジプト,I,卸売業，小売業,0.0000
2008,13,東京都,5,アフリカ州,506,エジプト,K,不動産業，物品賃貸業,0.0000
2008,13,東京都,5,アフリカ州,506,エジプト,R,サービス業（他に分類されないもの）,0.0000
2008,13,東京都,5,アフリカ州,510,セネガル,E,製造業,0.0000
2008,13,東京都,5,アフリカ州,510,セネガル,R,サービス業（他に分類されないもの）,0.0000
2008,13,東京都,5,アフリカ州,515,リベリア,H,運輸業，郵便業,0.0000
2008,13,東京都,5,アフリカ州,515,リベリア,J,金融業，保険業,0.1667
2008,13,東京都,5,アフリカ州,515,リベリア,K,不動産業，物品賃貸業,0.0000
2008,13,東京都,5,アフリカ州,515,リベリア,R,サービス業（他に分類されないもの）,0.0000
2008,13,東京都,5,アフリカ州,516,コートジボワール,E,製造業,0.0000
2008,13,東京都,5,アフリカ州,517,ガーナ,E,製造業,0.0000
2008,13,東京都,5,アフリカ州,517,ガーナ,I,卸売業，小売業,0.0000
2008,13,東京都,5,アフリカ州,524,ナイジェリア,E,製造業,0.0000
2008,13,東京都,5,アフリカ州,524,ナイジェリア,I,卸売業，小売業,0.0000
2008,13,東京都,5,アフリカ州,524,ナイジェリア,L,学術研究，専門・技術サービス業,0.0000
2008,13,東京都,5,アフリカ州,525,ニジェール,C,鉱業，採石業，砂利採取業,0.0000
2008,13,東京都,5,アフリカ州,527,カメルーン,I,卸売業，小売業,0.0000
2008,13,東京都,5,アフリカ州,538,エチオピア,I,卸売業，小売業,0.0000
2008,13,東京都,5,アフリカ州,541,ケニア,E,製造業,0.0000
2008,13,東京都,5,アフリカ州,543,タンザニア,E,製造業,0.0000
2008,13,東京都,5,アフリカ州,547,モーリシャス,E,製造業,0.0000
2008,13,東京都,5,アフリカ州,547,モーリシャス,J,金融業，保険業,-
2008,13,東京都,5,アフリカ州,547,モーリシャス,L,学術研究，専門・技術サービス業,-
2008,13,東京都,5,アフリカ州,551,南アフリカ共和国,A,農業，林業,1.0000
2008,13,東京都,5,アフリカ州,551,南アフリカ共和国,C,鉱業，採石業，砂利採取業,1.0000
2008,13,東京都,5,アフリカ州,551,南アフリカ共和国,E,製造業,0.0000
2008,13,東京都,5,アフリカ州,551,南アフリカ共和国,G,情報通信業,0.0000
2008,13,東京都,5,アフリカ州,551,南アフリカ共和国,I,卸売業，小売業,0.1000
2008,13,東京都,5,アフリカ州,551,南アフリカ共和国,J,金融業，保険業,0.0000
2008,13,東京都,5,アフリカ州,551,南アフリカ共和国,K,不動産業，物品賃貸業,0.0000
2008,13,東京都,5,アフリカ州,551,南アフリカ共和国,L,学術研究，専門・技術サービス業,-
2008,13,東京都,5,アフリカ州,556,エスワティニ,E,製造業,0.0000
2008,13,東京都,5,アフリカ州,599,その他のアフリカ,C,鉱業，採石業，砂利採取業,0.0000
2008,13,東京都,5,アフリカ州,599,その他のアフリカ,E,製造業,-0.4000
2008,13,東京都,5,アフリカ州,599,その他のアフリカ,I,卸売業，小売業,1.0000
2008,13,東京都,6,大洋州,601,オーストラリア,A,農業，林業,0.0833
2008,13,東京都,6,大洋州,601,オーストラリア,C,鉱業，採石業，砂利採取業,0.0270
2008,13,東京都,6,大洋州,601,オーストラリア,D,建設業,0.0000
2008,13,東京都,6,大洋州,601,オーストラリア,E,製造業,0.0408
2008,13,東京都,6,大洋州,601,オーストラリア,F,電気・ガス・熱供給・水道業,0.6000
2008,13,東京都,6,大洋州,601,オーストラリア,G,情報通信業,0.4000
2008,13,東京都,6,大洋州,601,オーストラリア,H,運輸業，郵便業,0.0000
2008,13,東京都,6,大洋州,601,オーストラリア,I,卸売業，小売業,0.0882
2008,13,東京都,6,大洋州,601,オーストラリア,J,金融業，保険業,-0.1429
2008,13,東京都,6,大洋州,601,オーストラリア,K,不動産業，物品賃貸業,0.0000
2008,13,東京都,6,大洋州,601,オーストラリア,L,学術研究，専門・技術サービス業,0.5000
2008,13,東京都,6,大洋州,601,オーストラリア,M,宿泊業，飲食サービス業,0.0000
2008,13,東京都,6,大洋州,601,オーストラリア,N,生活関連サービス業，娯楽業,1.0000
2008,13,東京都,6,大洋州,601,オーストラリア,R,サービス業（他に分類されないもの）,0.0000
2008,13,東京都,6,大洋州,602,パプアニューギニア,A,農業，林業,0.0000
2008,13,東京都,6,大洋州,606,ニュージーランド,A,農業，林業,-0.5000
2008,13,東京都,6,大洋州,606,ニュージーランド,B,漁業,-
2008,13,東京都,6,大洋州,606,ニュージーランド,E,製造業,0.1818
2008,13,東京都,6,大洋州,606,ニュージーランド,G,情報通信業,0.0000
2008,13,東京都,6,大洋州,606,ニュージーランド,H,運輸業，郵便業,0.0000
2008,13,東京都,6,大洋州,606,ニュージーランド,I,卸売業，小売業,0.1875
2008,13,東京都,6,大洋州,606,ニュージーランド,J,金融業，保険業,-
2008,13,東京都,6,大洋州,606,ニュージーランド,K,不動産業，物品賃貸業,0.0000
2008,13,東京都,6,大洋州,606,ニュージーランド,M,宿泊業，飲食サービス業,0.0000
2008,13,東京都,6,大洋州,606,ニュージーランド,N,生活関連サービス業，娯楽業,1.0000
2008,13,東京都,6,大洋州,610,サモア,E,製造業,0.0000
2008,13,東京都,6,大洋州,610,サモア,M,宿泊業，飲食サービス業,0.0000
2008,13,東京都,6,大洋州,612,フィジー,H,運輸業，郵便業,0.0000
2008,13,東京都,6,大洋州,612,フィジー,N,生活関連サービス業，娯楽業,-
2008,13,東京都,6,大洋州,627,北マリアナ諸島(米),D,建設業,0.0000
2008,13,東京都,6,大洋州,627,北マリアナ諸島(米),G,情報通信業,0.0000
2008,13,東京都,6,大洋州,627,北マリアナ諸島(米),H,運輸業，郵便業,2.0000
2008,13,東京都,6,大洋州,627,北マリアナ諸島(米),I,卸売業，小売業,0.0000
2008,13,東京都,6,大洋州,627,北マリアナ諸島(米),K,不動産業，物品賃貸業,0.5000
2008,13,東京都,6,大洋州,627,北マリアナ諸島(米),M,宿泊業，飲食サービス業,0.0000
2008,13,東京都,6,大洋州,627,北マリアナ諸島(米),N,生活関連サービス業，娯楽業,0.7500
2008,13,東京都,6,大洋州,699,その他のオセアニア,H,運輸業，郵便業,0.0000
2008,13,東京都,6,大洋州,699,その他のオセアニア,M,宿泊業，飲食サービス業,0.0000
2008,13,東京都,6,大洋州,699,その他のオセアニア,R,サービス業（他に分類されないもの）,0.0000
2008,14,神奈川県,1,アジア州,103,大韓民国,A,農業，林業,0.0000
2008,14,神奈川県,1,アジア州,103,大韓民国,E,製造業,-0.0833
2008,14,神奈川県,1,アジア州,103,大韓民国,H,運輸業，郵便業,0.0000
2008,14,神奈川県,1,アジア州,103,大韓民国,I,卸売業，小売業,0.0909
2008,14,神奈川県,1,アジア州,103,大韓民国,L,学術研究，専門・技術サービス業,1.0000
2008,14,神奈川県,1,アジア州,103,大韓民国,R,サービス業（他に分類されないもの）,-0.5000
2008,14,神奈川県,1,アジア州,105,中華人民共和国,D,建設業,1.0000
2008,14,神奈川県,1,アジア州,105,中華人民共和国,E,製造業,0.0632
2008,14,神奈川県,1,アジア州,105,中華人民共和国,G,情報通信業,0.0000
2008,14,神奈川県,1,アジア州,105,中華人民共和国,H,運輸業，郵便業,-0.1818
2008,14,神奈川県,1,アジア州,105,中華人民共和国,I,卸売業，小売業,0.3000
2008,14,神奈川県,1,アジア州,105,中華人民共和国,L,学術研究，専門・技術サービス業,0.2500
2008,14,神奈川県,1,アジア州,105,中華人民共和国,R,サービス業（他に分類されないもの）,1.3333
2008,14,神奈川県,1,アジア州,106,台湾,D,建設業,-0.3333
